term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
nutzen,70,0.0,0.0,0.0022,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0019,0.004,0.0106
kommunikation,68,0.0,0.0,0.0036,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0017,0.0159,0.0
grundlegend,66,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0266,0.0001,0.004,0.0,0.0051
grund,63,0.0007,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.008,0.0,0.0097
armut,63,0.0087,0.0001,0.0,0.0,0.0014,0.0001,0.0,0.0001,0.0269,0.0026,0.0,0.0
vorurteil,63,0.0,0.0,0.0,0.0012,0.0,0.0001,0.0158,0.0001,0.0001,0.002,0.0,0.0052
nennen,63,0.0,0.0,0.0006,0.0,0.0011,0.0001,0.0,0.0205,0.0001,0.0037,0.0067,0.0
führen,62,0.0223,0.0,0.0028,0.0,0.0,0.0001,0.0034,0.0001,0.0001,0.0,0.0,0.0007
evolution,61,0.0084,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0308,0.0,0.0032,0.0
iii,60,0.0,0.0255,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
information,60,0.0161,0.0083,0.0014,0.0005,0.0,0.0001,0.0,0.0003,0.0001,0.0,0.0014,0.0
system,60,0.0,0.0,0.0,0.003,0.0081,0.0001,0.0,0.0001,0.0001,0.0,0.0061,0.0003
medium,59,0.0,0.0,0.0012,0.0,0.0001,0.0001,0.0045,0.0001,0.0001,0.0,0.0,0.0119
ökologisch,58,0.0,0.0,0.0,0.0,0.0034,0.0001,0.0,0.0001,0.0001,0.0,0.0121,0.0034
frieden,58,0.0,0.0,0.0117,0.0,0.0,0.0001,0.0,0.0014,0.0001,0.0,0.0,0.0
ergebnis,57,0.0,0.0097,0.0003,0.0041,0.0,0.0001,0.0042,0.0001,0.0047,0.0,0.0,0.0014
individuell,56,0.0036,0.0001,0.0024,0.0029,0.0,0.0001,0.0023,0.0001,0.0001,0.0,0.0087,0.0
erklärung,55,0.0,0.0,0.0021,0.0,0.0,0.0252,0.0,0.0001,0.0001,0.0,0.0073,0.0
ultimat,54,0.0,0.0,0.0,0.0,0.0,0.0571,0.0,0.0001,0.0001,0.0,0.0001,0.0
variabilität,54,0.0004,0.0,0.0,0.0,0.0,0.0001,0.0,0.0407,0.0001,0.0,0.0,0.0
material,54,0.0105,0.012,0.0,0.0,0.0014,0.0001,0.0,0.0032,0.0001,0.0,0.0,0.0
zusammenleben,53,0.0012,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.013
theorie,53,0.0,0.0139,0.0013,0.0,0.0022,0.0001,0.0,0.0048,0.0001,0.0,0.0,0.0
nachhaltig,53,0.0006,0.0,0.0,0.0,0.0052,0.0001,0.0,0.0001,0.0001,0.0,0.0119,0.0
geeignet,53,0.0,0.0173,0.0,0.0,0.0,0.0001,0.0049,0.0001,0.0001,0.0012,0.0,0.0
aussage,51,0.0,0.008,0.0,0.0,0.0,0.0001,0.009,0.0001,0.0001,0.0052,0.0,0.0
industrialisierung,51,0.0,0.0,0.0,0.0,0.0119,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
benennen,51,0.0043,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0124,0.0009,0.0
menschlich,51,0.0,0.0,0.0,0.0,0.0,0.0076,0.0038,0.0005,0.0001,0.0,0.0131,0.0
erfassen,51,0.0,0.0106,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0004,0.0,0.006
organismus,51,0.0115,0.0,0.0,0.0,0.0,0.0001,0.0,0.0078,0.0001,0.0,0.0075,0.0
phänomen,51,0.0,0.0006,0.0005,0.0023,0.0,0.0001,0.0,0.0001,0.0001,0.0038,0.0098,0.0
ungleichheit,50,0.0,0.0,0.0026,0.0,0.0087,0.0001,0.002,0.0001,0.0001,0.0,0.0,0.0
fortpflanzung,50,0.0279,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0006,0.0
proximat,49,0.0,0.0,0.0,0.0,0.0,0.0518,0.0,0.0001,0.0001,0.0,0.0001,0.0
kontext,48,0.0,0.0,0.0052,0.0,0.0011,0.0001,0.0103,0.0001,0.0001,0.0,0.0,0.0
regional,47,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0128
beurteilungskompetenz,47,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0156,0.0,0.0
datum,47,0.0,0.0139,0.0019,0.0014,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0
wichtig,47,0.0127,0.0,0.0032,0.0028,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
position,47,0.0,0.0133,0.0,0.0,0.0014,0.0001,0.0007,0.0001,0.0001,0.0032,0.0,0.0
national,44,0.0,0.0,0.0091,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
wert,44,0.0,0.0032,0.0,0.0003,0.0,0.0118,0.0,0.0001,0.0075,0.0,0.0,0.0041
selektion,43,0.0243,0.0,0.0,0.0,0.0,0.0001,0.0,0.001,0.0001,0.0,0.0,0.0
kausal,41,0.0,0.0029,0.0,0.0,0.0023,0.0234,0.0012,0.0001,0.0001,0.0,0.0001,0.0
erkenntnis,40,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0131,0.0001,0.0,0.0,0.0045
republik,38,0.0,0.0001,0.0009,0.0096,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
terrorismus,37,0.0,0.0,0.0,0.0,0.0007,0.0001,0.0,0.0014,0.0001,0.0109,0.0,0.0
rekombination,36,0.0102,0.0,0.0,0.0,0.0,0.0001,0.0,0.014,0.0001,0.0,0.0,0.0
differenziert,36,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.009
unternehmen,36,0.0,0.0,0.0014,0.0,0.0,0.0001,0.0,0.0001,0.0126,0.0049,0.0,0.0
lernen,36,0.0041,0.0,0.0,0.002,0.0,0.0001,0.0124,0.0001,0.0001,0.0,0.0,0.0
endogen,36,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0297,0.0,0.0,0.0
bestimmt,35,0.0,0.0151,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
exemplarisch,35,0.0,0.0,0.0,0.0005,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0088
scheitern,34,0.0,0.0,0.0,0.0096,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
hypothese,34,0.0,0.012,0.0,0.0011,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.001,0.0
mutation,34,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0259,0.0001,0.0,0.0,0.0
kalt,33,0.0,0.0,0.0,0.009,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
variation,33,0.0183,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0011,0.0,0.0,0.0
niveau,33,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0255,0.0001,0.0,0.0,0.0
zunehmend,32,0.0,0.0,0.0,0.0,0.0,0.0001,0.0007,0.0001,0.0116,0.0,0.0,0.0043
bedingt,32,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.013,0.0001,0.0,0.0039,0.0011
symptom,32,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0246,0.0001,0.0,0.0,0.0
bne,32,0.0042,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0084,0.0,0.0
weimarer,32,0.0,0.0002,0.0009,0.0077,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
exogen,32,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0266,0.0,0.0,0.0
antisemitismus,31,0.0,0.0,0.0012,0.0028,0.0,0.0001,0.0092,0.0001,0.0001,0.0,0.0,0.0
basiskonzept,30,0.0112,0.0,0.0,0.0,0.0,0.0001,0.0,0.0028,0.0001,0.0,0.0026,0.0
bewertung,30,0.0,0.0,0.0,0.0,0.0,0.0001,0.0006,0.0001,0.0001,0.0,0.0104,0.0
leistungskurs,30,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.023,0.0001,0.0,0.0,0.0
wahrnehmung,30,0.0111,0.0,0.0005,0.0,0.0,0.0001,0.0,0.0016,0.0001,0.0016,0.0,0.0
ökosystem,29,0.0023,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.009,0.0
text,29,0.0001,0.0037,0.0,0.0,0.0,0.0001,0.0118,0.0001,0.0001,0.0,0.0,0.0
erhöht,29,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0227,0.0001,0.0,0.0,0.0
erkenntnisgewinnung,29,0.0,0.0,0.0006,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0094,0.0
experiment,29,0.0,0.0115,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0007,0.0
sachverhalte,28,0.0,0.012,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
aufklärung,28,0.0,0.0,0.0,0.0076,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
evolutiv,28,0.0134,0.0,0.0,0.0,0.0,0.0001,0.0,0.0018,0.0021,0.0,0.0,0.0
analysekompetenz,27,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0091,0.0,0.0
behandlung,27,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0099,0.0
jugendkriminalität,27,0.0,0.0,0.0,0.0085,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
verhaltensweise,27,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0001,0.0011,0.0,0.0056,0.0
nachhaltigkeit,27,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0021,0.0,0.0091,0.0
fitness,27,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0001,0.0151,0.0,0.0,0.0
reichtum,26,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0199,0.0,0.0,0.0
anwendung,26,0.0,0.0,0.0,0.0,0.0,0.0001,0.0034,0.0153,0.0001,0.0,0.0,0.0
nutzung,26,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0094,0.0
gen,25,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0193,0.0001,0.0,0.0,0.0
heutig,24,0.0,0.0,0.0,0.0,0.0021,0.0001,0.0,0.0001,0.0129,0.0,0.0,0.0
nachvollziehbar,24,0.0,0.0099,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
aggression,23,0.0,0.0,0.0,0.0,0.0,0.0001,0.008,0.0001,0.0064,0.0,0.0,0.0
reproduktiv,23,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0001,0.0115,0.0,0.0,0.0
klimawandel,23,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0087,0.0
treibhauseffekt,23,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0084,0.0
adaptiv,22,0.0,0.0,0.0,0.0,0.0,0.0171,0.0,0.0001,0.0049,0.0,0.0,0.0
undod,22,0.0,0.0097,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
funktional,22,0.0,0.0,0.0,0.0006,0.0,0.0196,0.0,0.0001,0.0001,0.0,0.0006,0.0
fähigkeit,22,0.0006,0.0,0.0,0.0,0.0006,0.0001,0.0105,0.0001,0.0001,0.0,0.0,0.0
stammbaum,21,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0136,0.0,0.0016,0.0
abhängigkeit,20,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0001,0.0001,0.0,0.0,0.0018
innerhalb,20,0.0104,0.0,0.0,0.0,0.0,0.0001,0.0,0.0017,0.0001,0.0,0.0,0.0
kostennutzenanalyse,20,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0001,0.005,0.0,0.002,0.0
erfahrung,20,0.0108,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0
weltwirtschaft,20,0.0,0.0,0.0019,0.0,0.0,0.0001,0.0,0.0001,0.0091,0.0,0.0,0.0
hunger,19,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0165,0.0,0.0,0.0
erkrankung,19,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0145,0.0001,0.0,0.0,0.0
sozialverhalten,18,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0149,0.0,0.0,0.0
deutung,18,0.0,0.0,0.0,0.0,0.0007,0.0001,0.0084,0.0001,0.0001,0.0,0.0,0.0
tier,17,0.0025,0.0,0.0,0.0,0.0,0.0125,0.0,0.0009,0.0001,0.0,0.0,0.0
erblich,17,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0129,0.0001,0.0,0.0,0.0
grundkurs,16,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0123,0.0001,0.0,0.0,0.0
modifikation,16,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0122,0.0001,0.0,0.0,0.0
primat,16,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0132,0.0,0.0,0.0
sucht,13,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0001,0.0001,0.0,0.0,0.0
konfrontation,13,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0008,0.0001,0.0,0.0,0.0
gehirn,13,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0024,0.0001,0.0,0.0,0.0
süchte,10,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0001,0.0001,0.0,0.0,0.0
blut,10,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0001,0.0001,0.0,0.0,0.0
unterentwicklung,10,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0088,0.0,0.0,0.0
