topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,29,0,0,0,29
2,0,12,0,7,17,36
3,0,10,11,6,10,37
4,0,25,4,0,9,38
5,3,33,3,4,4,47
6,1,15,13,0,1,30
7,0,13,0,0,2,15
8,0,10,0,0,0,10
9,0,14,6,1,0,21
10,0,16,0,2,4,22
