rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,demokratie,3059,987.6322242825269,0.05499896409138541
2,deutschland,814,356.87893328216563,0.019873765916069264
3,republik,379,354.46088570084214,0.019739110414935646
4,weimarer,337,312.3504954898856,0.017394079762691465
5,diktatur,277,212.4575758748966,0.011831273118872615
6,europa,313,210.53603310364892,0.011724266827180698
7,revolution,225,209.34614661384217,0.011658004788826039
8,deutsch,338,198.13601372675686,0.011033738304847798
9,weltkrieg,183,171.68081072255507,0.009560508974855645
10,herrschaft,293,167.71965286522905,0.009339921216174878
11,nationalsozialismus,172,164.42227259812879,0.009156297702839603
12,demokratisch,2269,153.7897359789296,0.00856419622483802
13,verfassung,209,131.92913401729032,0.0073468296457172375
14,jahrhundert,173,124.18669321420022,0.006915670947935606
15,scheitern,131,120.83605748152114,0.006729081760367529
16,politisch,2139,116.3239454034242,0.0064778126299583445
17,inhalt,280,109.53819014428787,0.006099929546909601
18,historisch,288,104.39833171764921,0.005813702668025749
19,krieg,116,102.30339546388497,0.005697040492610985
20,entwicklung,562,98.62737689738869,0.005492331484371741
