rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,frieden,17,12.46994834671816,0.0497176869456065
2,imperialismus,24,11.778873245653783,0.046962370357654104
3,bne,29,10.712773475567861,0.04271183032748112
4,menschenrecht,20,10.24975338065001,0.040865769101837854
5,fähigkeit,13,7.179607655589079,0.028625097385170852
6,friedensstrategien,9,6.665656504751666,0.026575974027783923
7,erweitern,9,6.557463159947334,0.026144607136998406
8,klischee,126,5.3590524361831235,0.021366543303875347
9,hinterfragen,21,4.647719976269619,0.01853046062150118
10,vernetzung,14,4.485141012735891,0.017882258256249332
11,diskriminierung,34,4.405563672369962,0.01756498338178536
12,wert,32,4.39055016771878,0.01750512453526493
13,kritisch,48,4.380818509370716,0.01746632441117797
14,prüfen,40,4.352468313021701,0.017353292171770358
15,inhalt,18,4.351363310248359,0.017348886525457193
16,phänomen,10,4.111438277266505,0.016392305363407272
17,bewusst,17,3.9836643516585104,0.015882870692423945
18,beitrag,10,3.88224394845587,0.01547850752137255
19,auseinandersetzung,16,3.612666461386619,0.01440370201801057
20,sinnentwürfe,5,3.6123188903698282,0.014402316252286149
