term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
beenden,16,0.0,0.0002,0.0002,0.0003,0.0001,0.0002,0.0021,0.0003,0.0001,0.0002,0.0003,0.0003,0.001,0.0002,0.028,0.0001,0.0002,0.0003,0.0001,0.0001
entwicklung,16,0.0003,0.0179,0.0002,0.0003,0.0108,0.0002,0.0021,0.0003,0.0001,0.0002,0.0003,0.0003,0.0009,0.0002,0.0001,0.0079,0.0001,0.0054,0.0002,0.0001
gerechtigkeit,16,0.0,0.0369,0.0002,0.0003,0.0001,0.0002,0.0021,0.0003,0.0001,0.0004,0.0003,0.0112,0.001,0.0002,0.0001,0.0001,0.0002,0.0003,0.0001,0.0001
geschichte,16,0.0001,0.0109,0.0002,0.0003,0.0001,0.0002,0.0021,0.0003,0.0001,0.0257,0.0003,0.0117,0.0009,0.0002,0.0001,0.0063,0.0017,0.0003,0.0001,0.0002
kritisch,16,0.0,0.0002,0.0002,0.0126,0.0001,0.0002,0.0021,0.0003,0.0001,0.0262,0.0003,0.0003,0.0009,0.0002,0.0001,0.0001,0.0021,0.0003,0.0001,0.0175
positiv,16,0.0001,0.0028,0.0002,0.0084,0.0072,0.0002,0.0021,0.0003,0.0001,0.0098,0.0005,0.0237,0.0832,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001
reaktion,16,0.0,0.0003,0.0002,0.0003,0.0001,0.0002,0.0021,0.0003,0.0001,0.0002,0.0003,0.0003,0.001,0.0002,0.0283,0.0001,0.0001,0.0003,0.0001,0.0001
satz,16,0.0,0.0002,0.0002,0.0003,0.0001,0.0002,0.0021,0.0003,0.0001,0.0002,0.0003,0.0003,0.001,0.0002,0.028,0.0001,0.0002,0.0003,0.0001,0.0001
sexualität,16,0.0,0.0002,0.0002,0.0003,0.0002,0.0002,0.0021,0.0003,0.0001,0.0002,0.0077,0.0003,0.0009,0.0002,0.0001,0.0014,0.0002,0.0003,0.0326,0.0001
sinnvoll,16,0.0,0.0002,0.0002,0.0003,0.009,0.0002,0.0021,0.0101,0.0001,0.0002,0.0003,0.0003,0.0011,0.0002,0.0175,0.0001,0.0001,0.0003,0.0001,0.0001
norm,15,0.0001,0.0002,0.0002,0.0003,0.0001,0.0256,0.0021,0.0003,0.0001,0.0002,0.0003,0.0003,0.001,0.0002,0.0001,0.0073,0.0055,0.0003,0.0001,0.0041
personale,15,0.0161,0.0002,0.0002,0.0003,0.0001,0.0002,0.0021,0.0003,0.0001,0.0002,0.0003,0.0003,0.0009,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001
