,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id,bertopic_topic
873,"Frage Was ist der Mensch in Alltag, Kunst, Literatur, Philosophie und anderen Wissenschaften vom Menschen und Entwicklung eines ansatzweise begründeten Standpunktes dazu Analysieren von Begriffen und Gedankengängen in klar strukturierten, anthropologisch argumentierenden Texten und ihre schematische bzw. grafische Darstellung Mögliche Schwerpunkte Natur und Kultur: Auseinandersetzung mit der Bestimmung des Menschen als Kulturwesen im Vergleich zum Tier als Naturwesen, z. B. mithilfe",Anthropologie,anthropologisch,Berlin,Gym,Sek2,2022,"Ethik, Philo",873,2
874,"Grundprobleme, zentrale Begriffe, Methoden und Konzepte aus Anthropologie, Ethik, Erkenntnistheorie und Metaphysik, ordnen sie in Teilen geistesgeschichtlich ein, hinterfragen sie hinsichtlich ihrer Tragweite und Folgen und erörtern sie kontrastierend, identifizieren anthropologische, ethische, erkenntnistheoretische und metaphysische Fragestellungen in beliebigen philosophischen und nicht-philosophischen Texten, formulieren, begründen und reflektieren ihre eigenen Gedanken sprachlich und fachlich angemessen, zusammenhängend und nachvollziehbar in mündlicher und schriftlicher Form.",Anthropologie,anthropologische,Berlin,Gym,Sek2,2022,"Ethik, Philo",874,1
875,"Lernen und Unterricht Leistungsfeststellung und Leistungsbewertung Beitrag des Faches Philosophie zum Kompetenzerwerb Fachprofil Fachbezogene Kompetenzen Eingangsvoraussetzungen und abschlussorientierte Standards Eingangsvoraussetzungen Abschlussorientierte Standards Kompetenzen und Inhalte Ethisch-praktischer Reflexionsbereich Geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich Sprachphilosophischer und erkenntnistheoretischer Reflexionsbereich .. Metaphysischer Reflexionsbereich Ergänzungen Kurshalbjahre Sonstige Regelungen Jahrgangsübergreifender Unterricht Zusatzkurse Fremdsprachiger Sachfachunterricht Leistungsfeststellung und Leistungsbewertung im Fach Philosophie Einführungsphase Zielsetzung Im Unterricht der Einführungsphase vertiefen",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",875,1
876,"Sozialformen Kompetenzen und Inhalte Die folgenden Reflexionsbereiche bis sind verbindlich. Bei der Auseinandersetzung mit philosophischen Gegenständen sind stets Fragestellungen aus mehreren Reflexionsbereichen einzubeziehen. Verbindliche Reflexionsbereiche ethisch-praktischer Reflexionsbereich geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich sprachphilosophischer und erkenntnistheoretischer Reflexionsbereich metaphysischer Reflexionsbereich Ethisch-praktischer Reflexionsbereich Inhalte Fragen der menschlichen Freiheit und Verantwortung Auseinandersetzung mit individuellen und gesellschaftlichen Werten und Normen und ihren Konsequenzen Reflexion philosophischer Entwürfe",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",876,1
877,"die Analyse ethischer Positionen differenziert und gestärkt. Die Verbindung zu anderen Reflexionsbereichen ist durch Fragen der Anthropologie ., der Methodologie . und auch der Letztbegründung . gegeben. Geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich Inhalte Fragen der Bestimmung des Menschen Auseinandersetzung mit philosophischen Entwürfen zu Menschen- und Gesellschaftsbildern Reflexion historischer und gegenwärtiger Modelle von Geschichte, Staat und Gesellschaft Mögliche Schwerpunkte der Mensch als",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",877,1
878,"PHI Mensch und Gesellschaft phi- / PHI- Erkenntnis und Wahrheit phi- / PHI- Sein und Werden Schematische Übersicht Wahlpflichtfach / Einführungsphase Einführung in das Philosophieren Ethisch-praktischer Reflexionsbereich Geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich Sprachphilosophischer und erkenntnistheoretischer Reflexionsbereich Metaphysischer Reflexionsbereich Zusätzliche Aspekte, die bei der Unterrichtskonzeption berücksichtigt werden müssen: mindestens einmal: Erschließung einer Ganzschrift Analyse und Übung der Argumentation immer: exemplarisch: geistes- und",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",878,1
1015,"mit Blick auf sittliche und sinnstiftende Bezüge aufklärend durchdenkt. Im Zentrum des Ethikunterrichts der gymnasialen Oberstufe stehen deshalb die folgenden Themen der Kurshalbjahre: Glücksvorstellungen, Ethik und Religion, Grundpositionen der Ethik, Anthropologie und Bereichsethiken, Recht und Gerechtigkeit und abschließend Mensch, Natur und Technik. Die inhaltliche Ausgestaltung erfolgt im Sinne vernetzten Lernens unter Rückgriff auf Erkenntnisse verschiedener Wissenschaften. Durch den Ethikunterricht erwerben die",Anthropologie,Anthropologie,Hessen,Gym,Sek2,2024,"Ethik, Philo",1015,-1
1016,"formuliert sind, werden für die Sekundarstufe II übernommen und auf höherem Abstraktionsniveau fortgeführt. Sie stehen in einem komplexen Wechselverhältnis zueinander. Die Perspektive des Individuums fragt nach den Wesenszügen des Menschen Anthropologie und setzt sich mit ethischen Konfliktsituationen des Einzelnen im Zusammenspiel mit anderen auseinander Bereichsethiken. In der Perspektive der Gesellschaft werden komplexe Fragen und Themen der Gerechtigkeit und der Staatstheorie Recht",Anthropologie,Anthropologie,Hessen,Gym,Sek2,2024,"Ethik, Philo",1016,-1
1017,"Konzepten schlägt, zum Beispiel Eudämonie. Die Hinführung zu einem begrifflichen Problembewusstsein steht hierbei im Zentrum. In der Qualifikationsphase bietet es sich an, die Themen der Kurshalbjahre Grundpositionen der Ethik sowie Anthropologie und Bereichsethiken wechselseitig aufeinander zu beziehen. Die Themen der Kurshalbjahre Recht und Gerechtigkeit sowie Mensch, Natur und Technik richten den Fokus auf den Menschen, die Gesellschaft und schließlich auf die",Anthropologie,Anthropologie,Hessen,Gym,Sek2,2024,"Ethik, Philo",1017,2
1018,"und sowie in zwei der drei Kurshalbjahre Q- ein weiteres Themenfeld aus den Themenfeldern -, durch Erlass festgelegt; innerhalb dieser Themenfelder können durch Erlass Schwerpunkte sowie Konkretisierungen ausgewiesen werden Q Anthropologie und Bereichsethiken Themenfelder Q. Anthropologische Grundpositionen Q. Medizinethik Q. Menschenbilder der modernen Humanwissenschaften Q. Tierethik Q. Natur- und Umweltethik verbindlich: Themenfelder und sowie in zwei der drei Kurshalbjahre Q- ein",Anthropologie,Anthropologie,Hessen,Gym,Sek2,2024,"Ethik, Philo",1018,3
1019,"Vernunft Rationale Letztbegründungskonzepte zum Beispiel Platon Erfahrung, Transzendenz, Glaube, religiöse Moralbegründung Erscheinung und Idee: Höhlengleichnis Probleme religiöser Sprache und Begrifflichkeiten ontologische Differenz E. Religionskritik Religionskritische Perspektiven zum Beispiel Freud, Marx Anthropologie Psychologie Soziologie weltanschaulicher Atheismus E. Religion, Gesellschaft und Vernunft Religion und Staat Gottesstaat säkularer Staat Religionsersatz E. Fundamentalismus Verzweiflung, Sinnsuche und Radikalisierung zum Beispiel Enzensberger, Nahlah Saimeh Denkweisen bei Fanatikern",Anthropologie,Anthropologie,Hessen,Gym,Sek2,2024,"Ethik, Philo",1019,4
1020,"der Verantwortungsethik erhöhtes Niveau Leistungskurs Verantwortungsethik als eine Weiterentwicklung der kantischen Ethik ethischer beziehungsweise ökologischer Imperativ, Prinzip Verantwortung Verantwortung und die Zukunft der Menschheit Q Anthropologien und Bereichsethiken Das Thema Anthropologie und Bereichsethiken konzentriert sich auf den Menschen und seine vielfältigen Lebensbereiche. Ausgehend von grundsätzlich anthropologischen Fragestellungen und Positionen, zum Beispiel der Frage nach der Stellung des Menschen und der Willensfreiheit,",Anthropologie,Anthropologie,Hessen,Gym,Sek2,2024,"Ethik, Philo",1020,4
1021,"drei Kurshalbjahre Q- ein weiteres Themenfeld aus den Themenfeldern -, durch Erlass festgelegt; innerhalb dieser Themenfelder können durch Erlass Schwerpunkte sowie Konkretisierungen ausgewiesen werden Q Anthropologie und Bereichsethiken Themenfelder Q. Anthropologische Grundpositionen Q. Medizinethik Q. Menschenbilder der modernen Humanwissenschaften Q. Tierethik Q. Natur- und Umweltethik verbindlich: Themenfelder und sowie in zwei der drei Kurshalbjahre Q- ein weiteres Themenfeld aus den Themenfeldern",Anthropologie,anthropologische,Hessen,Gym,Sek2,2024,"Ethik, Philo",1021,3
1022,"und sowie in zwei der drei Kurshalbjahre Q- ein weiteres Themenfeld aus den Themenfeldern -, durch Erlass festgelegt; innerhalb dieser Themenfelder können durch Erlass Schwerpunkte sowie Konkretisierungen ausgewiesen werden. Q. Anthropologische Grundpositionen grundlegendes Niveau Grundkurs und Leistungskurs Menschenbilder zum Beispiel Aristoteles, Kant Doppelnatur des Menschen: Vernunft- und Triebwesen Individuum und soziales Wesen Mensch als moralisches Wesen: der Mensch zwischen Altruismus und",Anthropologie,anthropologische,Hessen,Gym,Sek2,2024,"Ethik, Philo",1022,3
1023,"sich glückstheoretische Überlegungen bereits in der Antike hin zur Frage nach dem Zusammenhang von Individuum und Gemeinwesen. In diesem Fragehorizont des Problemgegenstands wird nun auch die Natur des Menschen in anthropologischer Schätzung bedeutend. Kann Glück dort sein, wo der Mensch sich verfehlt Bezug zu den Leitperspektiven: In der Auseinandersetzung mit ethischen Glückskonzeptionen werden individuelle Vorstellungen und Leitbilder der Gegenwart zur Thematik",Anthropologie,anthropologischer,Hessen,Gym,Sek2,2024,"Ethik, Philo",1023,-1
1024,"als Seelenfrieden E. Grenzen der Glücksethik Gegenkonzepte zum Beispiel Kant Pflicht contra Glück: Ist Glück eine normative Kategorie der Ethik Leid, Tod und Schicksal: Was bedeutet Glück vor dem Hintergrund anthropologischer Konstanten E. Sinnsetzung als aktiver Prozess Phänomene der Leistungsgesellschaft Lebensentwürfe: Affirmation und Ausstieg aus vorstrukturierten Glücksangeboten Konsum und Askese: Widersprüche der Bedürfnisse Zeit: Beschleunigung und Entschleunigung des Lebens E. Moderne",Anthropologie,anthropologischer,Hessen,Gym,Sek2,2024,"Ethik, Philo",1024,-1
1025,"gestellt werden Gesellschaft. In ideengeschichtlicher Perspektive können Vergleiche, zum Beispiel zu materialistischen und atheistischen Weltanschauungen, angestellt werden Ideengeschichte. Themenfelder verbindlich: Themenfelder - E. Menschen- und Weltbilder in den Religionen Konsequenzen anthropologischer Konzeptionen Gesellschaft und Mensch: Menschenbilder in den Religionen Mensch und Freiheit religiöse Geschichtsauffassungen Mythologie E. Glaube und Vernunft Rationale Letztbegründungskonzepte zum Beispiel Platon Erfahrung, Transzendenz, Glaube, religiöse Moralbegründung Erscheinung und",Anthropologie,anthropologischer,Hessen,Gym,Sek2,2024,"Ethik, Philo",1025,4
1026,"Imperativ, Prinzip Verantwortung Verantwortung und die Zukunft der Menschheit Q Anthropologien und Bereichsethiken Das Thema Anthropologie und Bereichsethiken konzentriert sich auf den Menschen und seine vielfältigen Lebensbereiche. Ausgehend von grundsätzlich anthropologischen Fragestellungen und Positionen, zum Beispiel der Frage nach der Stellung des Menschen und der Willensfreiheit, wird der Blick auf verschiedene ethisch relevante Bereiche der modernen Lebenswirklichkeit gerichtet: Medizin, Umgang mit",Anthropologie,anthropologischen,Hessen,Gym,Sek2,2024,"Ethik, Philo",1026,4
1027,"Frage nach der Stellung des Menschen und der Willensfreiheit, wird der Blick auf verschiedene ethisch relevante Bereiche der modernen Lebenswirklichkeit gerichtet: Medizin, Umgang mit Tieren und Umwelt. Im Zentrum der anthropologischen Fragestellungen steht das Verhältnis zwischen der Menschenwürde und dem stetigen Wandel der technischen Möglichkeiten und dem damit verbundenen Anpassungsdruck. Vielfältige ethische Probleme und Fragestellungen dieser Bereiche werden exemplarisch aufgegriffen und",Anthropologie,anthropologischen,Hessen,Gym,Sek2,2024,"Ethik, Philo",1027,4
1028,"eigenen Mensch-Seins Individuum. Aktuelle und gesellschaftlich umstrittene Fragen der Bereichsethiken betonen die gesellschaftliche Perspektive ethischer Probleme Gesellschaft. Die Auseinandersetzung mit Menschenbildern in ihrer historischen Entwicklung ermöglicht einen ideengeschichtlichen Zugang zu anthropologischen Fragestellungen Ideengeschichte. Themenfelder verbindlich: Themenfelder und sowie in zwei der drei Kurshalbjahre Q- ein weiteres Themenfeld aus den Themenfeldern -, durch Erlass festgelegt; innerhalb dieser Themenfelder können durch Erlass Schwerpunkte",Anthropologie,anthropologischen,Hessen,Gym,Sek2,2024,"Ethik, Philo",1028,3
1284,"und der Fähigkeit zur philosophischen Reflexion. Sie soll es den Schülern ermöglichen, eigene Standpunkte einzunehmen und diese argumentativ zu vertreten. Die Lernbereiche beziehen sich auf die folgenden Disziplinen der Philosophie: Anthropologie Ästhetik Erkenntnistheorie Geschichtsphilosophie Strukturierung In einem lebensweltbezogenen und handlungsorientierten Philosophieunterricht lernen die Schüler, rational begründete Argumente auszutauschen. In Rede und Gegenrede werden intellektuelle Schärfe, Kritikfähigkeit didaktische Grundsätze g g Die",Anthropologie,Anthropologie,Sachsen,Gym,,2019,"Ethik, Philo",1284,1
1285,"mit Bildern und Gedichten Empathie und Perspektivwechsel Sich positionieren zu zentralen Unterscheidungen Mensch und Tier Abgrenzung des Menschen vom Tier in natürlicher Gestalt, Beschaffenheit, Erkenntniskraft, Sprache und Denken biologische, evolutionäre Anthropologie und Hirnforschung Prometheusmythos Mensch als Mängelwesen Begriffsanalyse: Instinkt, Verhalten, Handlung Natur und Kultur menschliche Entwicklung in ihrer Abhängigkeit von Natur und Gesellschaft Bedeutung gesellschaftlicher Strukturen und Institutionen Mensch als Teil",Anthropologie,Anthropologie,Sachsen,Gym,,2019,"Ethik, Philo",1285,4
1420,"und Bedeutung des Religiösen Zugänge zu philosophischen Begründungen von Moral Glück und Moral Vernunft, Vertrag, Gefühl, Nutzen Klassen / Basisfach Freiheit und Selbstverständnis des Menschen Freiheit und Naturalismus Freiheit und Anthropologie Gerechtigkeit, Recht und Zusammenleben Grundlagen des Zusammenlebens Gerechtigkeit und Recht Moralphilosophie Tugendethik Utilitarismus Pflichtethik Verantwortung und Angewandte Ethik Verantwortungsethik Angewandte Ethik Moral, Religion und Kritik Grundlagen philosophischer Ethik Klassen /",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1420,-1
1421,"Tugendethik Utilitarismus Pflichtethik Verantwortung und Angewandte Ethik Verantwortungsethik Angewandte Ethik Moral, Religion und Kritik Grundlagen philosophischer Ethik Klassen / Leistungsfach Freiheit und Selbstverständnis des Menschen Freiheit und Naturalismus Freiheit und Anthropologie Freiheit und digitale Welt Gerechtigkeit, Recht und Zusammenleben Grundlagen des Zusammenlebens Gerechtigkeit und Recht Gerechtigkeit und globalisierte Welt Moralphilosophie Tugendethik Utilitarismus Pflichtethik Verantwortung und Angewandte Ethik Verantwortungsethik Angewandte Ethik Moral,",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1421,-1
1422,"Beispiel hinsichtlich Sicherheit, Selbstbeschränkung, Identitäten, Konventionen, Gerechtigkeit BTV Selbstfindung und Akzeptanz anderer Lebensformen Analysieren und interpretieren , , Moralphilosophie Angewandte Ethik Religion und Religionskritik BIO Evolution und Ökologie Freiheit und Anthropologie Die Schülerinnen und Schüler können Aspekte philosophischer Anthropologie darstellen und im Kontext von Freiheit diskutieren. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen und das Selbstverständnis des",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1422,4
1423,"Selbstfindung und Akzeptanz anderer Lebensformen Analysieren und interpretieren , , Moralphilosophie Angewandte Ethik Religion und Religionskritik BIO Evolution und Ökologie Freiheit und Anthropologie Die Schülerinnen und Schüler können Aspekte philosophischer Anthropologie darstellen und im Kontext von Freiheit diskutieren. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen und das Selbstverständnis des Menschen in der Moderne erörtern. Die Schülerinnen und",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1423,4
1424,"von Freiheit diskutieren. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen und das Selbstverständnis des Menschen in der Moderne erörtern. Die Schülerinnen und Schüler können Grundlagen philosophischer Anthropologie zum Beispiel Weltoffenheit, Selbstbewusstsein darstellen und deren Beitrag für das jeweilige Selbstverständnis des Menschen untersuchen BTV Personale und gesellschaftliche Vielfalt Die Schülerinnen und Schüler können die Bedingungen der Möglichkeit von",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1424,4
1425,"Gerechtigkeit auch im Vergleich zu Positionen der Moralphilosophie reflektieren und bewerten BNE Komplexität und Dynamik nachhaltiger Entwicklung Argumentieren und reflektieren , , Beurteilen und sich entscheiden , , Freiheit und Anthropologie Grundlagen des Zusammenlebens Moralphilosophie Angewandte Ethik Die Schülerinnen und Schüler können verschiedene Bereiche der Angewandten Ethik zum Beispiel Naturethik, Technikethik, Medizinethik, Medienethik, Wissenschaftsethik, Wirtschaftsethik in Grundzügen charakterisieren. Sie können Chancen",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1425,-1
1426,"gesellschaftlichen Kontroversen zum Beispiel in Kulturen, Medien, Medizin, Religion, Wirtschaft herausarbeiten und diskutieren Analysieren und interpretieren , , Moralphilosophie Angewandte Ethik Religion und Religionskritik BIO Evolution und Ökologie Freiheit und Anthropologie Die Schülerinnen und Schüler können Aspekte philosophischer Anthropologie darstellen und im Kontext von Freiheit diskutieren. Sie können unterschiedliche Zugänge zum Menschen und zur Welt vergleichen und beurteilen. Sie können die",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1426,4
1427,"Religion, Wirtschaft herausarbeiten und diskutieren Analysieren und interpretieren , , Moralphilosophie Angewandte Ethik Religion und Religionskritik BIO Evolution und Ökologie Freiheit und Anthropologie Die Schülerinnen und Schüler können Aspekte philosophischer Anthropologie darstellen und im Kontext von Freiheit diskutieren. Sie können unterschiedliche Zugänge zum Menschen und zur Welt vergleichen und beurteilen. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1427,4
1428,"vergleichen und beurteilen. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen und das Selbstverständnis des Menschen in der Moderne erörtern. Die Schülerinnen und Schüler können Grundlagen philosophischer Anthropologie zum Beispiel Weltoffenheit, Selbstbewusstsein, Institutionen darstellen und deren Beitrag für das jeweilige Selbstverständnis des Menschen untersuchen BTV Personale und gesellschaftliche Vielfalt die Bedingungen der Möglichkeit von Freiheit aus verschiedenen Menschenbildern",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",1428,4
2511,"Inhaltsbezogene Kompetenzen Kursarten und Verbindlichkeiten, Hinweise zur Abiturprüfung Erwartete Kompetenzen in der Einführungsphase Rahmenthema : Individuum und Gesellschaft Rahmenthema : Religionen und Weltanschauungen Erwartete Kompetenzen in der Qualifikationsphase Rahmenthema : Anthropologie Rahmenthema : Ethik Rahmenthema : Wahrheit und Wirklichkeit Rahmenthema : Lebensentwürfe Leistungsfeststellung und Leistungsbewertung Aufgaben der Fachkonferenz Anhang A Operatoren A Übersicht über die verbindlichen Grundbegriffe Bildungsbeitrag des Faches Werte",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",2511,-1
2512,Gymnasium sind dabei auch komplexere Begründungen bzw. Herleitungen normativer Modelle zu berücksichtigen. Hierbei sollten in geeignetem Umfang auch Originaltexte einbezogen werden. Neben der philosophischen Ethik sind zudem Gesichtspunkte aus der Anthropologie und der Erkenntnistheorie zu thematisieren. Besonderes Gewicht haben auch ethische Akzentuierungen der Religionen bzw. Weltanschauungen. Geeignete Forschungsergebnisse der Naturwissenschaften sind bei der Erörterung bestimmter ethischer Fragen in angemessener Weise einzubeziehen.,Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",2512,-1
2513,"aus den didaktischen Bereichen Auseinandersetzung mit Wirklichkeit und Wahrheitsansprüchen, Entwicklung ethischer Urteilsfähigkeit sowie Werteorientierung in lebensanschaulichen und religiösen Diskursen und lauten: - Individuum und Gesellschaft, - Religionen und Weltanschauungen, - Anthropologie, - Ethik, - Wahrheit und Wirklichkeit, - Lebensentwürfe. Kompetenzentwicklung Lernen ist ein aktiver Prozess, dessen Gelingen von vielerlei Faktoren abhängt. Eine wesentliche Voraussetzung für erfolgreiches Lernen besteht darin, dass einmal",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",2513,-1
2514,Gesellschaftliche Aspekte von Religionen und Weltanschauungen Ethnologische Aspekte von Religionen und Weltanschauungen Ethische Aspekte von Religionen und Weltanschauungen Inhaltsbezogene Kompetenzbereiche der Qualifikationsphase Erster Schuljahrgang der Qualifikationsphase Halbjahr Rahmenthema Pflichtmodul Wahlmodule Anthropologie Rahmenthema Spezifische Dimensionen des Menschseins Menschenbilder in den Wissenschaften Menschenbilder in Religionen und Weltanschauungen Die philosophische Anthropologie der Moderne Ethik Rahmenthema Normative Ethik Ethik in Medizin und Wissenschaft Ökologische Ethik,Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",2514,4
2515,Weltanschauungen Inhaltsbezogene Kompetenzbereiche der Qualifikationsphase Erster Schuljahrgang der Qualifikationsphase Halbjahr Rahmenthema Pflichtmodul Wahlmodule Anthropologie Rahmenthema Spezifische Dimensionen des Menschseins Menschenbilder in den Wissenschaften Menschenbilder in Religionen und Weltanschauungen Die philosophische Anthropologie der Moderne Ethik Rahmenthema Normative Ethik Ethik in Medizin und Wissenschaft Ökologische Ethik Wirtschaftsethik Zweiter Schuljahrgang der Qualifikationsphase Halbjahr Rahmenthema Pflichtmodul Wahlmodule Wahrheit und Wirklichkeit Rahmenthema Wahrheitsansprüche Wahrheit und Wirklichkeit,Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",2515,4
