topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.3067,103,28.1778
2,5,0.2088,70,25.1998
3,7,0.1503,43,26.7978
4,1,0.1174,33,14.532
5,2,0.0957,28,28.2833
6,6,0.0856,26,28.7989
7,3,0.0356,9,36.2775
