topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,5,19,5,0,7,36
2,3,13,5,6,10,37
3,19,45,2,36,8,110
4,7,6,4,0,4,21
5,16,31,1,12,3,63
