topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,345,61,125,1,21,553
2,26,386,13,4,8,437
3,652,302,35,11,70,1070
4,34,128,242,2,138,544
5,44,642,59,6,80,831
6,31,350,110,10,22,523
7,155,290,210,43,196,894
