topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.2101,1059,120.5286
2,7,0.1493,480,75.3305
3,1,0.1455,581,52.2909
4,2,0.1437,570,73.1313
5,4,0.1421,469,71.8339
6,3,0.1179,420,42.5772
7,5,0.0913,270,51.8238
