topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.272,114,15.9059
2,4,0.1928,62,17.7873
3,1,0.1896,61,33.1945
4,3,0.1895,63,10.5384
5,5,0.156,54,14.5533
