term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
verantwortung,561,0.012,0.0072,0.0172,0.0306,0.0247
mensch,486,0.0168,0.0084,0.0329,0.019,0.0049
handeln,328,0.0098,0.0043,0.0064,0.0055,0.027
gerechtigkeit,272,0.0163,0.0034,0.0065,0.0126,0.0076
sozial,263,0.0034,0.0233,0.0,0.0,0.0111
ethik,231,0.0122,0.0,0.0243,0.0041,0.0001
gesellschaft,210,0.0028,0.012,0.0021,0.0082,0.0076
politisch,208,0.0003,0.0251,0.0046,0.0,0.0003
leben,199,0.002,0.0088,0.0009,0.0195,0.0
wert,198,0.0112,0.007,0.0047,0.005,0.0033
revolution,179,0.0367,0.0,0.0,0.0,0.0
bedeutung,165,0.0122,0.0059,0.0024,0.0047,0.0029
frage,157,0.0013,0.0053,0.0073,0.0056,0.0049
ethisch,153,0.0003,0.0,0.0059,0.0012,0.0181
verschieden,150,0.0008,0.0016,0.004,0.0111,0.0078
begriff,144,0.0022,0.0,0.007,0.0046,0.0103
möglichkeit,139,0.0012,0.0017,0.0102,0.0076,0.0038
gesellschaftlich,136,0.0,0.0074,0.0,0.0046,0.0086
menschenwürde,130,0.0022,0.0016,0.006,0.001,0.0119
zusammenhang,125,0.0014,0.0043,0.0,0.0085,0.0052
französisch,117,0.0248,0.0,0.0,0.0,0.0
frei,117,0.0006,0.009,0.0068,0.0,0.0007
welt,116,0.008,0.0001,0.0003,0.0065,0.0049
konflikt,109,0.0094,0.001,0.0,0.0053,0.0047
demokratie,109,0.0001,0.0147,0.0,0.0013,0.0
norm,106,0.0093,0.0024,0.0017,0.0015,0.0027
perspektive,104,0.0,0.0064,0.0009,0.0,0.0072
philosophisch,104,0.0026,0.0,0.0113,0.0042,0.0
gleichheit,103,0.0096,0.0013,0.0,0.0001,0.0091
individuell,102,0.0,0.0062,0.0,0.0022,0.0074
willensfreiheit,100,0.0,0.0,0.0109,0.0,0.0061
form,99,0.0,0.0024,0.0015,0.0066,0.0054
menschlich,97,0.0,0.0013,0.0069,0.0011,0.0065
natur,95,0.0007,0.0022,0.0018,0.0101,0.0
europäisch,93,0.0007,0.0111,0.0,0.0,0.0
entwicklung,91,0.0035,0.0079,0.0,0.0016,0.0
zusammenleben,90,0.0097,0.0009,0.0,0.0002,0.0054
herrschaft,87,0.0018,0.0071,0.0002,0.0028,0.0
rolle,86,0.0083,0.0002,0.0059,0.0,0.0012
sicherheit,86,0.0,0.0113,0.0,0.0009,0.0
europa,84,0.009,0.0059,0.0,0.0,0.0
vernunft,83,0.0132,0.0007,0.0012,0.0008,0.0
handlungsfreiheit,82,0.0,0.001,0.0083,0.0,0.0041
technik,82,0.0,0.0,0.0009,0.0127,0.0
wille,82,0.0001,0.0011,0.0119,0.0013,0.0
auseinandersetzung,81,0.0002,0.0,0.0079,0.0026,0.0037
deutschland,80,0.0085,0.0059,0.0,0.0,0.0
glück,78,0.0012,0.0006,0.001,0.0104,0.0
medium,78,0.002,0.0011,0.0002,0.0085,0.0019
politik,78,0.0,0.0027,0.0,0.003,0.0088
identität,77,0.0079,0.0008,0.0,0.0044,0.0
eth,77,0.0039,0.0,0.0037,0.01,0.0
demokratisch,75,0.0031,0.0091,0.0,0.0,0.0
handlung,71,0.0,0.0,0.0035,0.0,0.0081
spannungsfeld,70,0.0001,0.0013,0.0,0.0022,0.0078
individuum,70,0.0,0.0074,0.0,0.0015,0.0
staat,68,0.0,0.008,0.0,0.0,0.001
bedürfnis,67,0.0,0.0009,0.0,0.0113,0.0
anthropologie,66,0.0019,0.0,0.0103,0.0,0.0
allgemein,64,0.0,0.0007,0.0101,0.0,0.0008
solidarität,64,0.0,0.002,0.0,0.0,0.009
frieden,64,0.0,0.0074,0.0011,0.001,0.0
ökonomisch,62,0.0,0.0069,0.0006,0.0,0.0013
gott,57,0.0,0.0022,0.0066,0.0004,0.0
pflicht,57,0.001,0.0,0.0,0.0061,0.0029
negativ,55,0.0,0.0,0.01,0.0,0.0
familie,53,0.0004,0.0,0.0,0.0072,0.0027
positiv,53,0.0,0.0,0.0098,0.0,0.0
entscheidung,50,0.0016,0.0,0.0,0.0,0.0072
bürgertum,46,0.0106,0.0,0.0,0.0,0.0
wesen,46,0.0,0.0007,0.0074,0.0,0.0
situation,44,0.0,0.0,0.0,0.0004,0.0067
iii,42,0.0,0.0,0.0075,0.0,0.0
marktwirtschaft,42,0.0,0.0067,0.0,0.0,0.0
versus,39,0.0,0.0,0.0,0.0,0.0073
wunsch,39,0.0,0.0003,0.0,0.0073,0.0
lebensgestaltung,37,0.0,0.0002,0.0,0.006,0.0
