topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,12,0.1719,40,16.4423
2,9,0.1218,23,9.9317
3,4,0.1099,19,13.9286
4,8,0.0965,16,16.0143
5,6,0.0919,16,23.4097
6,11,0.0734,15,24.9064
7,1,0.0705,12,20.43
8,7,0.066,11,15.6604
9,5,0.0624,12,18.697
10,3,0.0583,10,15.3555
11,2,0.0436,6,17.0462
12,10,0.0336,5,33.0307
