topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,7,32,199,1,370,609
2,85,26,8,9,57,185
3,10,35,59,3,26,133
4,156,4,1,1,0,162
5,5,22,97,3,61,188
