term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
kompetenz,885,0.0022,0.0,0.0238,0.005,0.0196,0.03,0.0094,0.003,0.0094,0.0063
unterricht,727,0.0096,0.0,0.0067,0.0,0.0324,0.0234,0.0104,0.0071,0.0,0.0072
fach,631,0.0048,0.003,0.0039,0.0,0.0,0.0499,0.0148,0.0032,0.0,0.0
fähigkeit,500,0.0021,0.0,0.0092,0.0066,0.0,0.0,0.0,0.0091,0.0,0.0307
entwickeln,491,0.0,0.004,0.011,0.0147,0.0028,0.0,0.0005,0.0108,0.0,0.0176
inhalt,431,0.0,0.0008,0.0024,0.0,0.0,0.0268,0.0166,0.0,0.0028,0.0039
medium,427,0.0068,0.0,0.0088,0.0,0.0,0.002,0.014,0.0,0.0041,0.0098
sozial,393,0.0211,0.0018,0.0051,0.0,0.0,0.0009,0.0114,0.0,0.0,0.0
entwicklung,379,0.0236,0.0004,0.0,0.0,0.0116,0.0,0.0048,0.0,0.0,0.0054
ziel,367,0.014,0.0,0.0105,0.0,0.0046,0.0,0.0001,0.0,0.0,0.0077
bildung,364,0.0145,0.0,0.0009,0.0072,0.0,0.0057,0.0071,0.0,0.0132,0.0026
nutzen,356,0.0037,0.0,0.0093,0.0024,0.0,0.0056,0.0065,0.0019,0.0,0.0084
kennen,355,0.0041,0.0289,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0046
lernende,351,0.0,0.0,0.0087,0.0,0.013,0.0083,0.001,0.0101,0.0,0.005
unterschiedlich,349,0.0084,0.0011,0.0125,0.0013,0.0047,0.0018,0.0005,0.0,0.0,0.0046
grundlage,346,0.0079,0.0036,0.0089,0.0,0.0042,0.0071,0.0017,0.0015,0.0,0.0038
leben,339,0.0216,0.0066,0.0,0.0045,0.0,0.0,0.0056,0.0007,0.0,0.0
wissen,339,0.0,0.0,0.0157,0.0,0.0045,0.0068,0.0016,0.0018,0.0077,0.0
individuell,308,0.0042,0.0,0.0001,0.0,0.0044,0.0169,0.0019,0.0112,0.0,0.0057
handeln,299,0.0104,0.0,0.0029,0.0013,0.0,0.0038,0.0046,0.0,0.0018,0.0091
reflektieren,287,0.0041,0.0,0.0064,0.0061,0.0,0.0,0.0,0.011,0.0,0.0084
mensch,286,0.0088,0.013,0.0024,0.0,0.0,0.0,0.0028,0.0,0.0029,0.0
fördern,281,0.0025,0.0,0.0052,0.0,0.003,0.0084,0.0049,0.003,0.0029,0.0053
geschichte,265,0.0,0.0189,0.0001,0.006,0.0,0.0034,0.0025,0.0,0.0,0.0
digital,262,0.0022,0.0,0.0,0.0,0.0,0.0035,0.0218,0.0,0.0,0.0006
angemessen,256,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0043,0.0057,0.0112
zusammenhang,250,0.0061,0.0057,0.0043,0.0,0.0092,0.0,0.0044,0.0,0.0,0.0
ermöglichen,243,0.0021,0.0,0.0078,0.0,0.0118,0.0001,0.0042,0.0021,0.0,0.0
politisch,237,0.0239,0.0016,0.0,0.0,0.0,0.0001,0.003,0.0,0.0,0.0
bezug,232,0.0,0.0014,0.0016,0.0054,0.0,0.0,0.0161,0.0022,0.003,0.0
problem,230,0.0034,0.0,0.0087,0.0045,0.0,0.0,0.0011,0.0,0.0,0.0054
historisch,225,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aufgabe,223,0.0052,0.0,0.0035,0.0,0.0022,0.0,0.0025,0.0042,0.0087,0.0035
fachübergreifend,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.002,0.0
selbstständig,217,0.0018,0.0,0.007,0.0,0.0,0.0007,0.0006,0.001,0.0,0.0093
verstehen,214,0.0,0.0,0.0021,0.0038,0.0,0.0025,0.0,0.0014,0.0095,0.0114
umgang,212,0.0029,0.0067,0.0,0.0,0.0,0.0,0.0006,0.0037,0.0,0.0099
verschieden,203,0.0,0.0111,0.002,0.0035,0.0,0.0018,0.0005,0.0043,0.0027,0.0
gesellschaft,201,0.0122,0.0,0.0,0.0,0.0005,0.0,0.0056,0.0,0.0099,0.0
gesellschaftlich,199,0.0161,0.0,0.001,0.0,0.0,0.0023,0.0008,0.002,0.0049,0.0
welt,196,0.007,0.0,0.0016,0.0,0.0,0.0,0.0114,0.0,0.0,0.0
thema,195,0.0012,0.0081,0.0023,0.0071,0.0,0.0,0.0001,0.0,0.0,0.0054
beschreiben,189,0.0,0.007,0.0007,0.0085,0.0,0.0015,0.0,0.0,0.0,0.0075
erwerb,188,0.0,0.0,0.0082,0.0001,0.009,0.0,0.0006,0.0,0.0,0.0028
lernkompetenz,181,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,0.0027,0.0,0.0142
methode,179,0.0,0.0032,0.008,0.0,0.0,0.0,0.0013,0.0062,0.0,0.0
setzen,177,0.0082,0.0,0.0008,0.0,0.0063,0.0014,0.0,0.0023,0.0,0.0035
erkennen,175,0.0043,0.0074,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bewusst,171,0.003,0.0,0.0089,0.0,0.0,0.0009,0.0009,0.0,0.0,0.0011
jahrgangsstufe,164,0.0034,0.0,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0
anforderung,157,0.0,0.0,0.0035,0.0,0.0,0.0017,0.0,0.0116,0.0086,0.0
kontext,157,0.0,0.0015,0.0,0.0,0.0091,0.0,0.0,0.0,0.0225,0.0
nachhaltig,156,0.0097,0.0008,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0
verhalten,156,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099
möglichkeit,155,0.0,0.0067,0.0033,0.0,0.0,0.001,0.0043,0.0,0.0,0.0
erfahrung,154,0.0032,0.0,0.0075,0.0,0.0,0.0039,0.0,0.0011,0.0,0.0
sprachbildung,151,0.0,0.0,0.0,0.0,0.0,0.0046,0.0124,0.0,0.0,0.0
erreichen,148,0.0,0.0,0.0071,0.0,0.01,0.0,0.0,0.0,0.0,0.0
stellen,147,0.0,0.0,0.0021,0.0,0.0077,0.0,0.0035,0.0056,0.0,0.0007
entscheidung,147,0.002,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0027,0.0098
bilden,144,0.0,0.0,0.0077,0.0026,0.0,0.0031,0.0,0.0017,0.0,0.0
biologie,140,0.003,0.0043,0.0,0.0171,0.0,0.0,0.0,0.0,0.0,0.0
leitperspektiven,140,0.0,0.0,0.0,0.0,0.0,0.0034,0.0121,0.0,0.0,0.0
unterstützen,139,0.0,0.0,0.0012,0.0013,0.0,0.0002,0.0043,0.0102,0.0,0.0024
interesse,138,0.0,0.0,0.0035,0.0,0.0,0.001,0.0,0.0,0.0013,0.0088
klassenstuf,138,0.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0
voraussetzung,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0205,0.0
information,134,0.0,0.0,0.002,0.0042,0.0,0.002,0.008,0.0,0.0,0.0
analysieren,133,0.0019,0.0,0.0021,0.0101,0.0,0.0,0.0002,0.0,0.0043,0.0022
lebenslang,133,0.0,0.0,0.0049,0.0077,0.0,0.0,0.0011,0.0048,0.0,0.0
naturwissenschaftlich,132,0.0,0.0,0.0096,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
beitrag,127,0.0,0.0,0.0,0.0,0.0,0.0158,0.0015,0.0,0.0,0.0
denken,125,0.0,0.0068,0.0,0.0027,0.0,0.0026,0.0028,0.0,0.0,0.0
übergreifend,124,0.0027,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0105,0.0
beruf,124,0.0,0.0,0.0012,0.0,0.0,0.0,0.0008,0.0,0.0261,0.0
demokratie,124,0.0107,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0059,0.0
lassen,122,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aspekt,119,0.0,0.0066,0.0,0.0014,0.0029,0.0,0.0032,0.0,0.0,0.0007
treffen,119,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0111
wert,117,0.0026,0.0022,0.0,0.0079,0.0,0.0,0.0014,0.0035,0.0,0.0
bereich,116,0.0,0.0,0.0,0.0029,0.0,0.0,0.0014,0.0,0.0,0.0102
gemeinsam,115,0.0008,0.0,0.0,0.0,0.0104,0.0009,0.0,0.002,0.0074,0.0
globales,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0,0.0
fachbezoge,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0
beurteilen,110,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0043,0.0041,0.0
meinung,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118
planen,105,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0023,0.0,0.0089
einstellung,104,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0101
wahrnehmung,104,0.0,0.0071,0.0015,0.0008,0.0,0.0,0.0,0.0021,0.0005,0.0
didaktisch,104,0.0,0.0,0.0,0.0,0.0,0.0139,0.001,0.0,0.0,0.0
förderschwerpunkt,103,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0
niveaustuf,102,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
leistung,100,0.0,0.0,0.0,0.0,0.0002,0.0043,0.0,0.011,0.0004,0.0008
arbeiten,99,0.0003,0.0,0.0006,0.0,0.0,0.0,0.0,0.0018,0.0,0.0088
prozess,98,0.0,0.0,0.0,0.0,0.0021,0.0032,0.0014,0.0,0.0118,0.0
ökonomisch,97,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natur,94,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wirtschaftlich,94,0.0107,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0
sonderpädagogisch,92,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0
berücksichtigen,92,0.0,0.0,0.0003,0.0,0.0,0.0066,0.0,0.0077,0.0,0.0
global,91,0.0093,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0
interkulturelle,90,0.0009,0.0,0.0,0.0,0.0,0.0008,0.0077,0.0,0.0,0.0
menschlich,87,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grundsatz,86,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0
niveaustufen,86,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0025,0.0,0.0
vertreten,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097
standard,84,0.0,0.0,0.0,0.0001,0.0,0.0059,0.0,0.008,0.0,0.0
