topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,8,29,8,1,9,55
2,1,31,4,0,3,39
3,4,13,7,1,19,44
4,0,0,0,0,0,0
5,0,2,8,0,49,59
6,4,34,1,0,2,41
7,11,68,4,5,27,115
8,1,39,9,1,17,67
9,2,40,2,0,12,56
10,0,32,0,0,1,33
11,0,6,0,0,1,7
12,6,33,5,5,15,64
13,3,10,0,0,0,13
14,0,30,0,0,3,33
15,0,13,0,1,0,14
