topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,5,22,5,2,2,36
2,0,8,0,0,4,12
3,0,4,0,0,0,4
4,0,31,0,0,34,65
5,2,9,4,1,9,25
6,0,23,0,0,2,25
7,0,24,0,0,1,25
8,0,46,1,0,3,50
9,1,49,3,0,5,58
10,11,30,6,1,13,61
11,1,179,5,0,22,207
12,10,24,9,2,9,54
13,3,59,3,1,22,88
14,0,17,1,0,7,25
15,0,39,1,0,2,42
16,0,64,0,0,16,80
17,0,35,0,0,2,37
18,5,66,13,1,169,254
19,0,53,5,0,14,72
20,5,44,11,0,63,123
