topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,9,149,20,2,230,410
2,5,76,3,2,2,88
3,3,15,1,0,18,37
4,6,137,3,0,27,173
5,0,52,0,0,5,57
6,2,70,3,0,12,87
7,2,182,11,0,21,216
8,0,57,1,0,21,79
9,8,49,8,2,37,104
10,8,39,17,2,26,92
