term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
gerechtigkeit,1645,0.0377,0.0419,0.0653,0.0451,0.0464,0.0248,0.0743,0.0543,0.0139,0.001
gerecht,585,0.0148,0.0226,0.0001,0.01,0.0034,0.0477,0.001,0.0087,0.0163,0.0337
sozial,512,0.0375,0.0,0.0001,0.0023,0.0,0.0,0.0179,0.0264,0.0,0.0
freiheit,309,0.0058,0.0056,0.0001,0.0103,0.001,0.0095,0.0173,0.0008,0.0131,0.0
wert,295,0.0044,0.052,0.0122,0.006,0.0191,0.0,0.0,0.0,0.0001,0.0085
handeln,287,0.0082,0.0,0.0116,0.0247,0.0,0.0043,0.0,0.0033,0.0,0.0
gesellschaft,279,0.0169,0.0191,0.0001,0.0,0.0,0.0,0.0075,0.0,0.0097,0.0
verantwortung,276,0.003,0.0034,0.0056,0.0119,0.02,0.0127,0.006,0.0007,0.0072,0.0
frage,232,0.0116,0.0049,0.0001,0.0026,0.0026,0.0041,0.0045,0.0,0.0135,0.0007
ethik,219,0.0,0.0158,0.0001,0.0,0.0027,0.0,0.0045,0.0113,0.0317,0.0
politisch,214,0.0186,0.0,0.0001,0.0045,0.0,0.0001,0.0031,0.0053,0.0,0.0032
leben,205,0.0024,0.0,0.0028,0.0134,0.0087,0.0,0.0103,0.0033,0.0,0.0
verschieden,198,0.0018,0.0054,0.0013,0.0117,0.0138,0.0062,0.0069,0.0,0.0001,0.0
kompetenz,197,0.0022,0.02,0.0001,0.0,0.0028,0.0124,0.0,0.0201,0.0087,0.0024
mensch,194,0.0006,0.0,0.0001,0.0031,0.0151,0.0,0.013,0.0048,0.0112,0.0
unterschiedlich,193,0.0088,0.0,0.0233,0.0051,0.0,0.0024,0.0065,0.0,0.0,0.0
bedeutung,177,0.0031,0.0056,0.0037,0.0103,0.0058,0.0008,0.0055,0.0069,0.0,0.0007
gesellschaftlich,170,0.0131,0.0,0.0001,0.0007,0.0015,0.0025,0.0068,0.0,0.0,0.0
