topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,1,59,6,1,9,76
2,9,42,4,0,2,57
3,0,144,0,2,0,146
4,5,102,1,1,6,115
5,0,25,110,1,52,188
6,3,102,36,0,124,265
7,0,27,1,0,6,34
8,1,168,3,0,10,182
9,6,46,46,0,15,113
10,0,58,0,0,2,60
