topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,3,4,10,0,95,112
2,12,3,2,0,1,18
3,57,2,1,1,1,62
4,0,12,15,1,19,47
5,0,0,6,0,23,29
