rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wert,1230,158.47180476808686,0.034908485428703055
2,entscheidung,130,87.67122114013,0.01931239156495775
3,frage,175,86.21795478202493,0.01899226315119874
4,religion,126,84.92772466719214,0.018708048686491736
5,sozial,178,58.293085702600145,0.01284091725857059
6,lernen,86,54.04633681901269,0.011905434938930044
7,verschieden,148,49.55482685864204,0.01091603616080716
8,unterschiedlich,106,49.412954691602174,0.010884784276706406
9,religiös,140,48.38768061403063,0.010658934856680485
10,kritisch,53,43.545217475462685,0.009592227412040006
11,gesellschaftlich,270,42.860612514678195,0.009441421264959539
12,treffen,41,42.32843486511233,0.009324192110205238
13,art,38,40.11466500511571,0.008836538467254133
14,gesellschaft,171,40.05884646962625,0.008824242648855164
15,philosophie,47,38.47062116264649,0.008474385208490065
16,gruppe,33,36.77519830942433,0.00810091407869629
17,setzen,46,34.5464447014331,0.007609959785832711
18,ethisch,253,34.53192584382818,0.007606761542903097
19,bedeutung,169,34.00995410362793,0.007491780566232573
20,weltanschaulich,45,30.802383269523972,0.006785210461299939
