rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,426,439.6564447031079,0.04746855749209305
2,wirtschaftlich,212,218.43074805706198,0.0235833970981348
3,gesellschaftlich,433,194.55434309197463,0.02100552404419812
4,bedeutung,700,159.27736058376848,0.017196760423164117
5,sozial,513,151.81147970608194,0.01639068877349025
6,leben,1009,148.91408470443264,0.01607786460618851
7,nutzen,223,148.753539482472,0.01606053095808547
8,interesse,158,141.59300007230803,0.015287426228788719
9,demokratie,136,119.2180168046488,0.012871657752239434
10,raum,165,109.10835068720255,0.01178014351856108
11,zusammenleben,265,109.05191259365765,0.01177405004507637
12,demokratisch,143,102.58788007773154,0.01107614534514595
13,jung,175,102.28352644246928,0.011043285078436726
14,führen,153,97.78058224544012,0.010557113959883678
15,erfahrung,191,92.0965534076231,0.009943424218893231
16,prozeß,162,89.17644930627064,0.009628148209436463
17,auswirkung,298,88.97626764206431,0.009606535118235997
18,situation,131,86.44774902699824,0.009333537570502691
19,wirtschaft,152,84.05463014646023,0.009075158778300651
20,gruppe,108,83.95325999912552,0.009064214108377778
