topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.2703,210,32.2294
2,5,0.205,160,24.387
3,3,0.1916,137,44.0298
4,6,0.14,97,27.9682
5,2,0.0793,58,36.2976
6,4,0.058,42,35.8468
7,7,0.0559,34,18.7061
