topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.1627,117,67.7433
2,5,0.151,102,74.9996
3,6,0.1149,74,28.5886
4,7,0.0906,68,36.837
5,12,0.0901,55,40.879
6,3,0.0785,50,38.3187
7,10,0.0775,49,30.7447
8,4,0.0689,44,40.7511
9,11,0.0676,41,63.2671
10,9,0.0378,24,54.9854
11,8,0.037,23,47.2236
12,1,0.0234,14,43.3369
