term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
norm,1229,0.014,0.0739,0.0333,0.0006,0.0149,0.0379,0.0663,0.024,0.0049,0.0037,0.0064,0.0207
handeln,413,0.0064,0.0096,0.035,0.0071,0.0032,0.0,0.0,0.0085,0.0,0.0,0.0,0.0059
gesellschaftlich,405,0.0159,0.003,0.0001,0.0061,0.0213,0.0032,0.0082,0.004,0.0017,0.0,0.0,0.0125
mensch,374,0.0014,0.0,0.0137,0.0139,0.0,0.0,0.0,0.0323,0.004,0.0,0.0,0.0002
ethisch,366,0.0024,0.0149,0.0069,0.0036,0.0228,0.0058,0.0,0.0009,0.0,0.0,0.0,0.0072
leben,336,0.0048,0.0,0.0276,0.0093,0.0,0.0069,0.0105,0.0,0.0,0.0,0.0051,0.0051
moralisch,331,0.0,0.0385,0.0296,0.0,0.0005,0.0,0.0,0.0017,0.0009,0.0,0.0003,0.0
verschieden,305,0.0,0.0008,0.0019,0.0154,0.0081,0.0,0.0031,0.008,0.0,0.0,0.0201,0.0027
ethik,295,0.0,0.0364,0.0188,0.0,0.0,0.0025,0.0024,0.0046,0.0,0.0,0.0039,0.0
unterschiedlich,281,0.0014,0.0,0.0035,0.014,0.0065,0.0029,0.0,0.003,0.0095,0.0,0.0,0.009
bedeutung,272,0.0098,0.0001,0.0041,0.0079,0.0,0.0029,0.0,0.0075,0.0,0.0,0.0139,0.0118
gesellschaft,272,0.0194,0.0004,0.0054,0.0002,0.0022,0.0,0.0017,0.006,0.0,0.01,0.0001,0.0089
politisch,256,0.042,0.0,0.0,0.0039,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0002
entscheidung,254,0.0,0.0026,0.0,0.0071,0.0245,0.007,0.0,0.0,0.0,0.0,0.0,0.0
sozial,249,0.0107,0.0023,0.0,0.0043,0.0,0.0001,0.0268,0.0001,0.0,0.0,0.0023,0.0192
beitrag,238,0.0109,0.0,0.0,0.0139,0.0,0.0062,0.0,0.0052,0.0,0.0,0.0,0.004
gerechtigkeit,230,0.0092,0.0126,0.014,0.0002,0.0001,0.0,0.0032,0.0014,0.0,0.0,0.011,0.0
welt,229,0.0,0.0,0.0183,0.0062,0.0,0.0,0.0,0.0156,0.0,0.0,0.0,0.0
entwicklung,218,0.0113,0.0,0.0,0.0182,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frage,202,0.0027,0.0038,0.008,0.0006,0.0028,0.008,0.0,0.0091,0.0,0.0011,0.0,0.0071
regel,190,0.0,0.0008,0.0157,0.0,0.003,0.0035,0.0,0.0108,0.0,0.0,0.004,0.0
perspektive,185,0.0,0.0,0.0034,0.0172,0.0042,0.0029,0.0,0.0,0.0,0.0,0.0,0.0
demokratisch,183,0.0,0.0,0.0014,0.009,0.0,0.0,0.0095,0.0,0.0017,0.0131,0.0,0.0124
freiheit,181,0.0076,0.009,0.0009,0.0,0.0,0.0004,0.0012,0.0013,0.0,0.0,0.0054,0.0167
umgang,177,0.0026,0.0019,0.0038,0.0115,0.0,0.0019,0.0,0.0064,0.0,0.0,0.0,0.0031
religion,173,0.0,0.0,0.0095,0.0,0.0,0.0022,0.0001,0.0099,0.0006,0.0,0.0,0.0145
biologisch,168,0.0,0.0,0.0,0.0047,0.0093,0.0,0.0,0.0,0.0136,0.0,0.0,0.0
relevant,167,0.0,0.0,0.0026,0.0024,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leitperspektive,167,0.0038,0.0015,0.0,0.0142,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0
aussage,164,0.0,0.0047,0.0005,0.0107,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bezug,164,0.0,0.0,0.0053,0.0036,0.0104,0.0,0.0,0.0007,0.0036,0.0,0.0,0.0024
wertvorstellung,163,0.0013,0.0,0.0,0.0034,0.0,0.0,0.036,0.0,0.0015,0.0,0.0053,0.0
verantwortung,163,0.0012,0.0119,0.0,0.0032,0.0,0.0049,0.0,0.0052,0.0,0.0,0.0082,0.0052
historisch,162,0.0,0.0,0.0013,0.0,0.0024,0.0,0.0,0.0014,0.0215,0.0,0.0,0.0071
experiment,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0331,0.0
argument,159,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
information,158,0.0,0.0,0.0,0.0097,0.0038,0.0,0.0,0.0,0.0126,0.0,0.0,0.0
entwickeln,156,0.0,0.0013,0.0,0.0112,0.0042,0.0,0.0,0.0,0.0058,0.0017,0.0028,0.0
religiös,154,0.0,0.0,0.0099,0.0,0.0,0.0031,0.0028,0.0,0.0,0.0,0.0,0.0197
bne,152,0.0,0.0,0.0024,0.0136,0.0,0.0,0.0121,0.0004,0.0,0.0,0.0016,0.0
auseinandersetzung,149,0.0031,0.0,0.0021,0.0055,0.0016,0.0043,0.0,0.0108,0.0,0.0,0.0,0.0
begründen,147,0.0,0.0034,0.0,0.0,0.0139,0.0002,0.0,0.0037,0.0,0.0041,0.0,0.0
urteil,146,0.0,0.0083,0.0,0.0013,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
möglichkeit,145,0.0014,0.0015,0.0028,0.0113,0.0021,0.0,0.0061,0.0,0.0,0.0,0.0,0.0
persönlich,145,0.0045,0.0,0.0009,0.0008,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0031
folge,144,0.0,0.0,0.0004,0.0034,0.0124,0.0078,0.0,0.0,0.0,0.0,0.0,0.0017
geschichte,142,0.0038,0.0,0.0,0.0,0.0002,0.0,0.0,0.0083,0.0,0.0211,0.0,0.0008
sinn,141,0.0047,0.0,0.0045,0.0,0.0001,0.0,0.005,0.0118,0.0,0.0,0.0,0.0038
datum,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.003,0.0,0.0
toleranz,138,0.0022,0.0,0.0085,0.0034,0.0,0.0,0.0007,0.0053,0.0,0.0,0.0075,0.0
nachhaltig,135,0.0013,0.0,0.002,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sachverhalt,131,0.0,0.0,0.0,0.0041,0.01,0.0,0.0,0.0,0.0045,0.0,0.0,0.0016
lernen,131,0.0052,0.0,0.0,0.0019,0.0,0.0025,0.0189,0.0035,0.0,0.0017,0.0,0.0001
inhalt,129,0.0088,0.0001,0.0,0.0,0.0036,0.0064,0.0028,0.004,0.0,0.0,0.0021,0.0
kriterium,121,0.0,0.0,0.0,0.0048,0.0039,0.003,0.0,0.0,0.0104,0.0,0.0022,0.0
konflikt,120,0.0096,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0089,0.0039
normativ,119,0.0,0.0051,0.0005,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quelle,118,0.0009,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.015,0.0013,0.0,0.0
menschenrecht,116,0.0113,0.0,0.0052,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0
sachverhalte,115,0.0,0.0,0.0,0.002,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kultur,113,0.0038,0.0,0.002,0.0,0.0,0.0023,0.0,0.0,0.0,0.0098,0.0,0.0107
formulieren,113,0.0,0.0,0.0,0.0,0.0073,0.0088,0.0,0.0006,0.0079,0.0,0.0,0.0
verstehen,113,0.0121,0.0,0.0,0.0013,0.0001,0.0,0.011,0.0,0.0,0.0,0.0,0.0
position,112,0.0,0.0,0.0,0.0,0.0134,0.0,0.0026,0.0011,0.0008,0.0,0.0,0.0
stellen,111,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.014,0.0,0.0,0.0,0.0
treffen,111,0.0,0.0,0.0,0.0016,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
identifizieren,110,0.0003,0.0,0.0,0.0037,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0004
führen,109,0.0013,0.0014,0.0,0.0011,0.0001,0.0,0.0,0.0,0.009,0.0008,0.0156,0.0
struktur,109,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wissen,106,0.0,0.0,0.0021,0.0008,0.0016,0.0255,0.0,0.0,0.0,0.0,0.0,0.0
moral,106,0.0,0.0,0.0066,0.0,0.0,0.0,0.0026,0.0106,0.0,0.0013,0.0,0.0001
demokratie,105,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0
begriff,103,0.0,0.0124,0.0046,0.0,0.0,0.0,0.0,0.0,0.0013,0.0047,0.0,0.0021
fragestellung,102,0.0,0.0,0.0,0.0004,0.0008,0.0,0.0,0.0,0.0154,0.0,0.0,0.0034
beziehung,102,0.0,0.0,0.0011,0.0,0.0022,0.0,0.0108,0.0052,0.0,0.0067,0.0,0.0
aufgabe,100,0.0027,0.0,0.0,0.0009,0.0001,0.0139,0.0137,0.0,0.0,0.0,0.0,0.0
prinzip,100,0.0,0.0,0.0,0.0,0.0113,0.0042,0.0,0.0,0.0,0.0,0.0,0.0
fähigkeit,97,0.0075,0.0,0.0007,0.0012,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0001
ergebnis,95,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0181,0.0,0.0,0.0
erschließen,94,0.0,0.0122,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0046,0.0105
mithilfe,91,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0149,0.0004,0.0,0.0061
berücksichtigung,90,0.0011,0.0,0.0,0.0017,0.0025,0.0,0.0,0.0011,0.0094,0.0,0.0,0.0
setzen,88,0.0,0.0,0.0,0.0018,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0113
funktion,87,0.0,0.0,0.0143,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0
global,87,0.0119,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0021,0.0,0.0
ethikunterricht,85,0.0,0.0,0.0007,0.0,0.0,0.0002,0.0117,0.006,0.0,0.0043,0.0,0.0002
text,85,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0108,0.0,0.0,0.0056
deutsch,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242,0.0,0.0
religionsunterricht,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0
kommunikation,83,0.0,0.0,0.0005,0.0106,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0
kulturell,83,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0145
verhalten,83,0.0031,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0,0.0018
philosophisch,83,0.0008,0.0,0.0,0.0,0.0024,0.0,0.0004,0.0022,0.0,0.0,0.0,0.0106
entscheidungssituation,82,0.0,0.0,0.0,0.0,0.0047,0.0,0.0153,0.0,0.0,0.0,0.0032,0.0
fördern,80,0.0015,0.0,0.0,0.0,0.0012,0.0106,0.0,0.0059,0.0,0.0,0.0,0.0
menschlich,80,0.0,0.0,0.0018,0.0014,0.0005,0.005,0.0,0.0081,0.0,0.0,0.0,0.0
miteinander,80,0.0013,0.0,0.0087,0.0,0.0,0.0,0.0,0.0012,0.0,0.0029,0.0,0.0013
vorgegeben,78,0.0004,0.0005,0.0045,0.0005,0.0034,0.0,0.0,0.0,0.0,0.0,0.0082,0.0
interpretieren,77,0.0006,0.0,0.0,0.0004,0.0009,0.0,0.0,0.0024,0.0104,0.0,0.0,0.0
gewissen,77,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117
denken,77,0.0004,0.0041,0.0,0.0009,0.0011,0.0,0.0,0.0021,0.0,0.0,0.0,0.0087
ökologisch,76,0.0,0.0,0.0012,0.0086,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0
technik,76,0.0088,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umwelt,76,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0078,0.0,0.0,0.002,0.0
grundgesetz,76,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0102
iii,74,0.0,0.009,0.0,0.0,0.005,0.0,0.0,0.0014,0.0,0.0,0.0,0.0
fachlich,72,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0003,0.0,0.0
einfach,72,0.0,0.0003,0.0,0.0,0.0009,0.0,0.0,0.0,0.0133,0.0,0.0,0.0
selbstbestimmung,71,0.002,0.0018,0.0012,0.0,0.0,0.006,0.0,0.0008,0.0,0.0,0.0069,0.0
wandel,70,0.0095,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dar,70,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0088,0.0,0.0,0.0,0.0
verwendung,69,0.0,0.013,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deutschland,68,0.0054,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0001,0.0107,0.0,0.0
menschenwürde,67,0.0,0.0006,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0
inhaltsbezogen,66,0.0,0.0039,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freundschaft,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0
methodischdidaktisch,65,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
analyse,64,0.002,0.0093,0.0,0.0025,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0
unterrichtsfach,63,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0035,0.0,0.0,0.0,0.0018
pflicht,63,0.0,0.0081,0.0043,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0
ermöglichen,62,0.0,0.0,0.0021,0.0,0.0034,0.0092,0.0,0.0,0.0,0.0,0.0,0.0
reflexion,60,0.0,0.0,0.0001,0.0,0.0011,0.0,0.01,0.0041,0.0,0.0,0.0,0.0009
arbeit,60,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0
frieden,60,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
europäisch,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0,0.0
moralvorstellung,57,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hilfe,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0092,0.0009
wirtschaftlich,55,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0
faktor,55,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0
nutzung,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0005,0.0,0.0
fremd,54,0.0006,0.0087,0.0,0.0,0.0015,0.0025,0.0,0.0,0.0,0.0004,0.0,0.0
gelten,54,0.0,0.0,0.0,0.0013,0.0,0.0027,0.0107,0.0,0.0,0.0,0.0,0.0011
digitaler,54,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0
abhängigkeit,53,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0
moralvorstellunge,51,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verbindlich,51,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0024,0.0,0.0,0.003,0.0
islam,50,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allgemein,49,0.0004,0.0118,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0
englisch,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.0
judentum,48,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
werkzeug,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0
spielen,46,0.0,0.0005,0.0012,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0
phwert,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0
prägen,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0076,0.0,0.0,0.0,0.0
rahmen,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0
kind,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0
katholisch,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0
schuljahrgänge,43,0.0,0.0,0.0,0.0,0.0,0.0074,0.0034,0.0,0.0,0.0,0.0032,0.0
leiten,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0047,0.0,0.0
enzymaktivität,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0
gegenwart,41,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0105,0.0,0.0
vergleich,41,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
