rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,verantwortung,24,18.880572632820332,0.052902632008610256
2,vorstellung,27,10.306224542963632,0.028877641319349532
3,konkret,13,8.695828609646748,0.024365374392639298
4,vielfältig,8,7.83167720423005,0.021944055681096912
5,umfeld,8,7.538939745221312,0.02112381667827375
6,unterschiedlich,42,7.536268473006801,0.02111633187716589
7,moralisch,43,7.4944398054241965,0.02099912957342398
8,entwickeln,37,7.355381854447193,0.0206094945898102
9,handeln,47,6.671156077546979,0.018692320508806152
10,verpflichtung,6,6.62284864618065,0.018556964960298492
11,bedürfnisse,7,6.568297591177522,0.01840411502059405
12,gegebenheit,10,6.513056724437531,0.018249332255165503
13,übernehmen,6,5.885292869616713,0.016490362289277794
14,persönlich,23,5.755860826762678,0.01612769872676874
15,übernommen,5,5.70672335305154,0.01599001743181403
16,unterschiedliche,5,5.706239179642254,0.01598866079670566
17,hintergrund,5,5.706157928365924,0.015988433133781683
18,hinzu,5,5.706141863719442,0.015988388121265504
19,norm,15,5.7061304592801685,0.015988356166469115
20,vorgabe,7,5.706124298765221,0.01598833890494524
