topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,21,159,8,1,6,195
2,4,39,6,1,9,59
3,1,45,1,0,1,48
4,1,34,8,1,3,47
5,0,30,0,0,0,30
6,7,130,18,2,12,169
7,3,59,5,6,23,96
8,15,121,12,4,30,182
9,59,49,17,4,38,167
10,3,65,13,4,56,141
