topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,6,24,8,2,11,51
2,0,70,0,2,1,73
3,0,48,3,3,2,56
4,2,88,1,1,0,92
5,2,59,9,6,6,82
