topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2923,205,52.3649
2,2,0.2732,188,42.3199
3,1,0.1703,103,31.6154
4,4,0.1473,93,21.221
5,3,0.1168,72,25.8683
