rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,auseinandersetzung,47,14.121693294956865,0.0395511937900867
2,einfach,11,11.277495442028043,0.03158533458970956
3,individuell,68,11.028111833781486,0.030886875898402825
4,akzeptieren,10,9.98157045284064,0.02795578540504689
5,blick,22,9.821767257237182,0.027508218174575695
6,gehören,15,9.222197723585664,0.025828979692278976
7,philosophisch,13,9.156482669967803,0.025644928901323607
8,geprägt,14,8.226301386866174,0.02303973280908144
9,intensiv,7,6.970008563190644,0.019521183022702025
10,geschlechtsidentität,7,6.945853231873099,0.019453530215772338
11,sozialisation,7,6.942298809028787,0.0194435752009033
12,reflektiert,7,6.907701211153939,0.01934667631847903
13,verschieden,94,6.8533523031978785,0.01919445914834566
14,phase,18,6.844970255232282,0.01917098320983597
15,tod,7,6.829977645070446,0.01912899280418527
16,sozial,228,6.644160390821192,0.018608566954476536
17,begabung,11,6.55347491963971,0.0183545805117937
18,rolle,68,6.413916156259407,0.01796371267602712
19,aspekt,39,6.226533167800865,0.01743890161161064
20,phänomen,28,5.9100570891322635,0.016552534342763454
