topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.1261,566,47.2526
2,1,0.1167,484,148.7811
3,9,0.109,421,105.2013
4,7,0.1077,464,94.188
5,6,0.0933,365,175.5454
6,8,0.0751,280,105.8391
7,3,0.071,236,147.6776
8,2,0.0668,249,118.4571
9,5,0.065,249,92.3938
10,12,0.06,165,147.7287
11,11,0.0582,216,210.3837
12,10,0.051,154,90.2925
