topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,4,22,2,1,4,33
2,0,1,1,0,27,29
3,0,1,0,0,34,35
4,0,28,17,0,3,48
5,20,5,7,2,30,64
6,0,17,1,3,2,23
7,1,30,1,8,7,47
