rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,fähigkeit,500,287.12663603334,0.03074069391784091
2,entwickeln,491,164.45896294366884,0.017607501385938397
3,lernkompetenz,181,132.86494951547772,0.014224945487086143
4,meinung,106,109.85223590355346,0.011761130930776742
5,verstehen,214,106.66553203162822,0.011419952244998952
6,angemessen,256,104.39505502759249,0.011176867731514616
7,treffen,119,103.58871158517007,0.011090538029406145
8,bereich,116,95.24785889404244,0.010197539723383496
9,einstellung,104,94.68011154849314,0.010136754880802151
10,verhalten,156,92.82363302849618,0.00993799436615019
11,umgang,212,92.54824678883847,0.009908510636533687
12,medium,427,91.98511641489344,0.009848220101665745
13,entscheidung,147,91.73284338692636,0.009821210946250563
14,vertreten,86,90.98958488313257,0.009741635318985161
15,selbstständig,217,87.07565839011468,0.009322597858716862
16,ding,81,85.7397669407051,0.00917957305711332
17,handeln,299,85.02301302611738,0.009102835095748437
18,planen,105,82.85772229269949,0.008871012160061593
19,arbeiten,99,82.48184481134798,0.008830769517426746
20,interesse,138,82.03649877818019,0.00878308934994989
