rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,beruf,124,103.93765539448249,0.02610859102044796
2,kontext,157,89.54626038248418,0.022493548472529136
3,voraussetzung,136,81.77390478875972,0.020541173727381526
4,bildung,364,52.71960009938998,0.013242885579171996
5,festigen,51,49.45864017112009,0.012423749638707175
6,struktur,76,47.054930133645406,0.011819950350932366
7,prozess,98,47.02340757650313,0.011812032050781927
8,inklusive,48,42.398996288077754,0.010650404317487394
9,verknüpfung,43,42.27056530501844,0.010618143131699401
10,übergreifend,124,41.88476331074569,0.010521231704891566
11,gesellschaft,201,39.54322413388788,0.009933049409505844
12,verstehen,214,37.95950803016055,0.009535228274443861
13,bleiben,51,37.73106590603937,0.0094778448173331
14,kompetenz,885,37.2585145415153,0.00935914240610699
15,inklusion,38,36.37762067157492,0.009137866510519356
16,text,54,36.254208785933265,0.009106866095539326
17,aufgabe,223,34.61516757345071,0.008695147584861455
18,anforderung,157,34.18919168637464,0.008588144687999573
19,projekt,59,34.14632383958215,0.008577376510907408
20,erklärung,36,33.27272770927264,0.008357933769037477
