rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,unterricht,727,180.88294321879644,0.032388040750880386
2,kompetenz,885,109.53482940682592,0.01961278634314238
3,förderschwerpunkt,103,99.88306096047273,0.01788458652398959
4,sonderpädagogisch,92,89.893110507722,0.0160958334408888
5,lernende,351,72.67606346359636,0.013013030765567118
6,ermöglichen,243,65.82858082693978,0.011786953045189041
7,entwicklung,379,64.83472672767596,0.011608998250255997
8,gemeinsam,115,57.81907722469057,0.010352809369462881
9,erreichen,148,55.88468348894136,0.01000644601409714
10,zusammenhang,250,51.484108654766736,0.009218499983806453
11,kontext,157,51.07171995540619,0.009144659621844098
12,unterstützung,54,50.84354411675828,0.009103803539844395
13,erwerb,188,50.130487295573595,0.008976126971942205
14,wahlbereich,46,45.15277011987227,0.008084840574982368
15,kompetenzorientiert,46,44.16257213236971,0.007907540426057437
16,lernbereich,78,43.17729971230181,0.007731122225844506
17,kerncurriculum,80,43.16766062578761,0.007729396296791895
18,stellen,147,42.73894622134207,0.007652632731612197
19,kompetenzerwartunge,42,41.274462626261496,0.0073904092543046005
20,fachbezogen,38,38.65145153139165,0.006920745345044261
