rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,789,869.5623393650494,0.037315369286408724
2,wirtschaftlich,600,670.2518560495212,0.028762395047664372
3,ökonomisch,489,547.829121448489,0.023508890676689386
4,sozial,701,457.38355015584034,0.0196276164536477
5,gesellschaftlich,594,435.8156527767669,0.01870207722661636
6,entwicklung,574,417.87106416888076,0.01793202438476387
7,nachhaltig,389,284.315426034117,0.012200775765004487
8,gesellschaft,447,262.69839332271465,0.011273128002462968
9,politik,232,229.8463278350549,0.009863353337671892
10,individuell,262,227.81234221315935,0.009776069285490309
11,wirtschaft,190,225.8425651684463,0.009691540604212519
12,demokratisch,246,223.94394082174972,0.009610065285623075
13,prozeß,270,209.67662663524064,0.008997814647004625
14,akteur,227,201.72247925306598,0.00865647977831528
15,interesse,227,185.29891618183407,0.00795169842652727
16,ziel,321,174.15098226162164,0.007473309181522752
17,global,194,160.22470242759945,0.006875693287564118
18,ökologisch,180,152.25659663202723,0.006533759424039092
19,zusammenhang,321,148.8277996194853,0.006386620086306775
20,international,138,143.80931655119915,0.006171262842239112
