rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,umgang,26,18.381911061099604,0.03472639350393589
2,lernen,49,13.681187488685374,0.0258459688306637
3,miteinander,14,12.616613395556783,0.02383481673939318
4,geeignet,14,11.940912613161112,0.02255830902578303
5,kultur,13,11.389605795885943,0.02151680156693045
6,wahrnehmung,22,11.240017027668198,0.021234204267246436
7,reflexion,14,11.235953087855288,0.021226526829756374
8,auseinandersetzung,25,11.138532479447662,0.021042483594441445
9,fachlich,15,11.099149287844448,0.02096808239619235
10,verstehen,23,10.92913941434837,0.020646906336371614
11,kulturell,70,10.576497764178162,0.019980709406738805
12,gegenstand,11,10.563434168345804,0.019956030168114324
13,zielen,19,10.562253046515881,0.019953798838558565
14,multilateral,11,10.562162981941896,0.019953628692058203
15,unterrichtsinhalte,11,10.56210210950758,0.019953513694216
16,lernprozesse,14,10.562098573439267,0.019953507014012876
17,unterstützen,11,10.56207478744731,0.019953462078439323
18,virtuell,11,10.561676613913892,0.01995270986444164
19,gegenseitig,11,10.561670923987718,0.019952699115253773
20,tolerant,11,10.561530081988682,0.019952433042011216
