topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,5,218,0,0,35,258
2,2,100,154,1,158,415
3,5,93,21,3,6,128
4,9,82,12,0,4,107
5,4,280,20,1,23,328
