topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.158,115,23.629
2,8,0.1019,67,35.1801
3,12,0.0877,64,24.903
4,1,0.0859,55,46.2664
5,3,0.0857,44,49.1377
6,9,0.0842,56,32.0914
7,5,0.0768,59,32.3374
8,6,0.0685,41,50.0117
9,2,0.0676,39,71.2724
10,10,0.0607,33,32.5389
11,14,0.0539,33,64.4536
12,13,0.0272,13,34.3304
13,15,0.0234,14,49.8109
14,11,0.0152,7,40.5932
15,4,0.0033,0,1.052
