topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,10,0.1508,370,69.2253
2,5,0.1465,321,81.8811
3,8,0.1234,248,60.305
4,2,0.1229,290,36.9568
5,4,0.113,229,73.0018
6,6,0.1025,238,85.7308
7,3,0.0704,117,187.2367
8,7,0.0667,120,55.984
9,9,0.0544,114,39.9284
10,1,0.0494,88,96.7477
