rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wert,1230,96.05933742358823,0.031671405911288066
2,frage,175,88.28166678207852,0.02910705589036991
3,sozial,178,70.31211129150431,0.023182373280102
4,gesellschaftlich,270,56.57959972142985,0.018654672384150497
5,verschieden,148,52.36666236545463,0.01726563876536192
6,lernen,86,50.95029337444223,0.016798652437560124
7,ethik,240,44.64027659852875,0.014718197710543456
8,gesellschaft,171,44.01710928981135,0.014512735281649092
9,religion,126,41.76737787981161,0.013770983791491723
10,sinn,96,38.73445563668669,0.01277100904634221
11,gruppe,33,36.77402327246777,0.012124641386163483
12,handeln,338,35.36771173195264,0.011660971067046267
13,verstehen,32,33.61924836812237,0.011084491003763148
14,ethikunterricht,44,32.11250027899639,0.010587706082935158
15,politisch,113,32.09647399044648,0.010582422108430136
16,leben,132,31.89480465850328,0.010515930381096368
17,menschlich,62,30.654200430632713,0.010106894871066915
18,grundlegend,48,29.261488805641736,0.009647708535042621
19,geschichte,36,28.964452390769097,0.009549773642733494
20,bedeutung,169,28.163043701105423,0.00928554383861516
