rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,argument,157,94.81131698061279,0.04365497569817068
2,überprüfen,75,66.43885821537226,0.03059114495160278
3,orientierungskompetenz,86,59.19132578441929,0.027254087074749828
4,text,85,53.70902424297099,0.024729813093713283
5,wahrnehmung,98,46.56106544311548,0.02143860295512798
6,form,241,44.356805037612,0.020423672063973174
7,begründen,292,43.21423441697872,0.019897586209819403
8,wohlstand,42,41.21623816361443,0.018977627699977274
9,urteil,262,40.849259474611614,0.018808655827627474
10,deutsch,41,40.6264122747931,0.01870604793858748
11,sozialwissenschaftlich,48,38.50500290109975,0.01772926502275274
12,analyse,109,36.59551082746698,0.016850057426814235
13,folge,379,33.71137637346968,0.015522084949380403
14,auswert,32,32.267296670496386,0.014857172085102696
15,darstellung,135,31.395311591397892,0.014455674788688217
16,sprechen,32,31.239851761021185,0.014384094777638221
17,methodisch,40,30.73072001052994,0.014149669870330929
18,korrekt,33,25.41490622819163,0.011702053606004254
19,adressatengerechen,22,22.879175409279718,0.01053450029272903
20,normativ,80,21.303401420574524,0.009808950038039487
