topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.176,194,44.9605
2,7,0.1647,165,58.279
3,11,0.1008,97,37.9345
4,9,0.0921,91,34.6973
5,10,0.0866,90,49.1407
6,4,0.077,79,75.7258
7,8,0.07,70,67.7579
8,12,0.0677,66,75.6102
9,5,0.0529,49,54.8239
10,6,0.049,41,60.5636
11,2,0.0344,30,84.5725
12,3,0.0288,19,56.6332
