term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
position,19,0.0001,0.0045,0.0001,0.0001,0.0224,0.0002,0.0006,0.0003,0.0001,0.0104,0.0001,0.0003
auftauchend,18,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0179,0.0002,0.0001,0.0003
glück,18,0.0001,0.0002,0.0013,0.0001,0.0001,0.0133,0.0006,0.0003,0.0021,0.024,0.0001,0.0003
intensität,18,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0178,0.0002,0.0001,0.0003
male,18,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0179,0.0002,0.0001,0.0003
medium,18,0.0001,0.0166,0.0001,0.0001,0.0001,0.0002,0.0006,0.0077,0.0001,0.0002,0.009,0.0003
qualität,18,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0178,0.0002,0.0001,0.0003
sachverhaltegedanken,18,0.0001,0.0002,0.0001,0.0205,0.0001,0.0002,0.0006,0.0003,0.0026,0.0002,0.0001,0.0003
sammel,18,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0179,0.0002,0.0001,0.0003
sozialkompetenz,18,0.0139,0.0003,0.0001,0.0001,0.0001,0.0003,0.0369,0.0039,0.0001,0.0002,0.0001,0.0003
denkanstöße,17,0.0001,0.0045,0.0031,0.0142,0.0001,0.0054,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
erfahrung,17,0.0034,0.023,0.0001,0.0001,0.0001,0.0002,0.0006,0.0035,0.0001,0.0002,0.0021,0.0038
gesellschaft,17,0.0001,0.025,0.0002,0.0001,0.0002,0.0002,0.0045,0.0003,0.0001,0.0013,0.0051,0.0003
klassengemeinschaft,17,0.0001,0.0174,0.0001,0.0001,0.0001,0.0003,0.0514,0.0003,0.0001,0.0002,0.0001,0.0003
reflexion,17,0.0001,0.0004,0.0157,0.0001,0.0001,0.0002,0.0007,0.0003,0.0001,0.0101,0.0001,0.0003
sehen,17,0.0156,0.0002,0.0001,0.0001,0.0001,0.0003,0.0006,0.0039,0.0001,0.0002,0.0022,0.0003
sinn,17,0.0001,0.0002,0.0001,0.0001,0.0001,0.0132,0.0006,0.0003,0.0001,0.0007,0.0118,0.0003
verstehen,17,0.0001,0.0002,0.0001,0.0001,0.013,0.0002,0.0145,0.0102,0.0021,0.0002,0.001,0.0003
entwicklung,16,0.0001,0.0032,0.0013,0.0001,0.0001,0.0039,0.0006,0.0003,0.0001,0.0002,0.0137,0.0003
gerechtigkeit,16,0.0001,0.0137,0.0088,0.0028,0.0001,0.0003,0.0006,0.0003,0.0001,0.0024,0.0001,0.0003
geschichte,16,0.0001,0.0002,0.0001,0.0029,0.0001,0.0002,0.0062,0.0044,0.0001,0.0234,0.003,0.0003
kritisch,16,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0154,0.0003,0.0002,0.0271,0.0039,0.0003
positiv,16,0.0001,0.0002,0.0001,0.0055,0.0008,0.0002,0.0006,0.0003,0.0001,0.0205,0.0037,0.0003
sexualität,16,0.0001,0.0002,0.0013,0.0084,0.0001,0.0002,0.0006,0.0284,0.0001,0.0002,0.0016,0.0008
sinnvoll,16,0.0001,0.0004,0.0141,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0044,0.0003
norm,15,0.0001,0.0002,0.0013,0.0001,0.0001,0.016,0.0006,0.0003,0.0002,0.02,0.0001,0.0003
personale,15,0.0165,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
angst,14,0.0001,0.0003,0.0001,0.0012,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0521
aspekt,14,0.015,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0015,0.0002,0.0001,0.0003
entscheidung,14,0.0001,0.0002,0.0002,0.0001,0.0034,0.0032,0.0006,0.0219,0.0001,0.0081,0.0001,0.0003
freiheit,14,0.0001,0.0174,0.0037,0.0001,0.0001,0.0062,0.0006,0.0003,0.0001,0.0031,0.0001,0.0003
potenzial,14,0.0151,0.0023,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
prüfen,14,0.0001,0.0137,0.0001,0.0112,0.0001,0.0002,0.0006,0.0003,0.0003,0.0002,0.0001,0.0003
rolle,14,0.0001,0.0298,0.0004,0.0001,0.0001,0.0007,0.0006,0.0003,0.0002,0.0002,0.0012,0.0003
rollenspiel,14,0.0001,0.0025,0.0037,0.0138,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.001
toleranz,14,0.0001,0.0002,0.0001,0.0174,0.0001,0.0002,0.0006,0.0031,0.0001,0.0002,0.0001,0.0003
verantwortungsvoll,14,0.0141,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0037,0.0001,0.0003
wirklichkeit,14,0.0147,0.0025,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
aktiv,13,0.0151,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
anforderung,13,0.0151,0.0002,0.0001,0.0001,0.0001,0.0003,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
beherrschen,13,0.0001,0.0003,0.0026,0.0146,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
dar,13,0.0001,0.0002,0.0001,0.0001,0.0186,0.0002,0.0006,0.0004,0.0001,0.0002,0.0001,0.005
einfach,13,0.0001,0.0033,0.0001,0.0001,0.0002,0.0002,0.0153,0.0043,0.0001,0.0002,0.0082,0.0038
konkret,13,0.0001,0.0002,0.0001,0.0001,0.0029,0.0244,0.0006,0.0003,0.0001,0.0002,0.003,0.0003
quelle,13,0.0001,0.0002,0.0001,0.0001,0.0029,0.0002,0.0006,0.0003,0.0005,0.0058,0.0004,0.0359
wahrnehmungsfähigkeit,13,0.0147,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
überzeugung,13,0.0147,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
ableit,12,0.0001,0.0002,0.0146,0.0001,0.0001,0.0003,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
deutsch,12,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0006,0.0166,0.0001,0.0154,0.0001,0.0096
gestik,12,0.0001,0.0002,0.0146,0.0001,0.0001,0.0003,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
körperhaltung,12,0.0001,0.0002,0.0146,0.0001,0.0001,0.0003,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
respekt,12,0.0001,0.0002,0.0001,0.0163,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
unbestimmt,12,0.0001,0.0002,0.0026,0.0132,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
auseinandersetzen,11,0.0013,0.0046,0.0014,0.0001,0.0001,0.0054,0.0202,0.0003,0.0001,0.0042,0.0002,0.0003
bewusst,11,0.0001,0.0002,0.0037,0.0001,0.0001,0.0002,0.0218,0.0145,0.0001,0.0002,0.0015,0.0003
moral,11,0.0001,0.0002,0.0056,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0131,0.0001,0.0003
typisch,11,0.0001,0.0002,0.0001,0.0056,0.0001,0.0003,0.0006,0.0003,0.0001,0.0002,0.0001,0.0234
angesichts,10,0.0001,0.0002,0.0122,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
ansatzweise,10,0.0001,0.0046,0.0001,0.0001,0.0042,0.0002,0.0006,0.0003,0.0001,0.0137,0.0001,0.0003
erfolg,10,0.0001,0.0131,0.0001,0.0001,0.0001,0.0002,0.0288,0.0003,0.0001,0.0002,0.0001,0.0003
gegebenheit,10,0.0001,0.0002,0.0001,0.0001,0.0026,0.0182,0.0006,0.0003,0.0001,0.0081,0.0001,0.0003
herumgehenlassen,10,0.0001,0.0002,0.0122,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
mithilfe,10,0.0001,0.0002,0.0001,0.0001,0.0132,0.0002,0.0006,0.0003,0.0001,0.0031,0.0001,0.0037
nachbar,10,0.0001,0.0002,0.0122,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
sachverhalt,10,0.0001,0.0002,0.0001,0.0001,0.0131,0.0002,0.0006,0.0003,0.0021,0.0002,0.0001,0.0003
situationskart,10,0.0001,0.0002,0.0122,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
sitzkreis,10,0.0001,0.0002,0.0122,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
analyse,9,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0032,0.0002,0.0013,0.0179
definieren,9,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0135,0.0042,0.0002,0.0001,0.0003
einzeln,9,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0005,0.0002,0.0032,0.0236
gemeinschaft,9,0.0001,0.0133,0.0001,0.0001,0.0001,0.0003,0.0119,0.0003,0.0001,0.0022,0.0001,0.0003
lehrplan,9,0.0001,0.0166,0.0014,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0007,0.0004,0.0003
leisten,9,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0146,0.0001,0.0002,0.0037,0.0003
stärke,9,0.0001,0.0002,0.0001,0.0001,0.0034,0.0002,0.0347,0.0003,0.0001,0.0002,0.0001,0.0068
anwenden,8,0.0001,0.0002,0.0001,0.0029,0.0039,0.0002,0.0288,0.0003,0.0001,0.0002,0.0001,0.0003
bereich,8,0.0001,0.0002,0.0001,0.0001,0.0001,0.0031,0.0006,0.0221,0.0001,0.0002,0.0013,0.0003
gegenseitig,8,0.0001,0.0002,0.0001,0.0055,0.0001,0.0002,0.0006,0.0029,0.0001,0.0002,0.0001,0.0143
jugendliche,8,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0006,0.0003,0.0001,0.0224,0.0001,0.0003
kind,8,0.0001,0.0003,0.0001,0.0001,0.0001,0.0028,0.0006,0.0003,0.0029,0.0137,0.0001,0.0003
methode,8,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0006,0.0003,0.0001,0.0002,0.0037,0.0224
misserfolg,8,0.0001,0.0088,0.0001,0.0001,0.0001,0.0002,0.0288,0.0003,0.0001,0.0002,0.0001,0.0003
präsentation,8,0.0001,0.0002,0.0001,0.0001,0.0077,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0177
umfeld,8,0.0001,0.0002,0.0001,0.0001,0.0001,0.0211,0.0006,0.0003,0.0001,0.0002,0.0001,0.0037
vielfältig,8,0.0001,0.0002,0.0001,0.0001,0.0002,0.0219,0.0006,0.0039,0.0001,0.0002,0.0001,0.0003
bedürfnisse,7,0.0001,0.0002,0.0001,0.002,0.0001,0.0184,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
ereignis,7,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0143,0.0001,0.0036,0.0001,0.0096
heraus,7,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0032,0.0158
motive,7,0.0001,0.0002,0.0001,0.0001,0.0115,0.0002,0.0006,0.0003,0.0001,0.0002,0.001,0.0003
präsentieren,7,0.0001,0.0002,0.0001,0.0001,0.0077,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0143
vorgabe,7,0.0001,0.0002,0.0001,0.0001,0.0001,0.016,0.0006,0.0003,0.0001,0.0002,0.0019,0.0003
wunsch,7,0.0001,0.0002,0.0001,0.0001,0.0001,0.0063,0.0147,0.0003,0.0001,0.0022,0.0019,0.0003
zentral,7,0.0001,0.0004,0.0001,0.0002,0.0001,0.0002,0.0006,0.0003,0.0001,0.0164,0.0013,0.0003
einflussmöglichkeit,6,0.0001,0.0004,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0194
ermöglichen,6,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.014,0.0001,0.0003
helfend,6,0.0001,0.0004,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0194
internet,6,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0198,0.0001,0.0002,0.0002,0.0004
pflicht,6,0.0001,0.0134,0.0001,0.0001,0.0001,0.0003,0.0006,0.0003,0.0001,0.0002,0.0002,0.0003
umzugeh,6,0.0001,0.0004,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0194
verpflichtung,6,0.0001,0.0002,0.0001,0.0001,0.0001,0.0186,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
überlegung,6,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0192,0.0001,0.0002,0.0001,0.0005
übernehmen,6,0.0001,0.0002,0.0001,0.0001,0.0001,0.0165,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
arbeiten,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0031,0.0002,0.0173
bedrohung,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.006,0.0001,0.0143
empfinden,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0006,0.0003,0.0001,0.0002,0.0001,0.0166
hintergrund,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.016,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
hinzu,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.016,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
mediengebrauch,5,0.0001,0.0003,0.0001,0.0001,0.0001,0.0002,0.0369,0.0003,0.0001,0.0002,0.0001,0.0003
sagen,5,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0006,0.0145,0.0001,0.0002,0.0001,0.0003
schwäche,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0206,0.0003,0.0001,0.0002,0.0001,0.0068
unterschiedliche,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.016,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
zielführend,5,0.0001,0.0033,0.0001,0.0001,0.0001,0.0002,0.0289,0.0003,0.0001,0.0002,0.0001,0.0003
übernommen,5,0.0001,0.0002,0.0001,0.0001,0.0001,0.016,0.0006,0.0003,0.0001,0.0002,0.0001,0.0003
