term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
bedeutung,67,0.0106,0.0095,0.0011,0.0001,0.0122,0.0001,0.0016,0.0001,0.0001,0.0015,0.0001,0.0001,0.0001,0.0025,0.0001
unglück,67,0.0001,0.0058,0.0011,0.0,0.0101,0.0001,0.0001,0.0001,0.0001,0.0001,0.0167,0.0001,0.0053,0.0,0.0001
ding,66,0.0001,0.0032,0.0011,0.0,0.0135,0.0535,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
thema,65,0.0031,0.0036,0.0011,0.0061,0.0078,0.0001,0.0001,0.0425,0.0001,0.0001,0.0055,0.0002,0.0038,0.0,0.0001
gelingend,65,0.0063,0.0192,0.0011,0.0,0.0013,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
religion,63,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0029,0.0001,0.0001,0.0001,0.0256,0.0001
situation,63,0.0001,0.0,0.0011,0.0045,0.0,0.0124,0.0354,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
form,62,0.0001,0.0047,0.0011,0.0001,0.0053,0.0001,0.0012,0.0001,0.0001,0.0019,0.0141,0.0001,0.0036,0.0049,0.0001
positiv,61,0.0001,0.0,0.0011,0.0215,0.0,0.0001,0.0001,0.0001,0.0001,0.0011,0.0285,0.0001,0.0009,0.0,0.0001
etc,61,0.0001,0.0121,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.004,0.0001,0.0214,0.0001,0.0018,0.0,0.0001
bedürfnis,60,0.0001,0.0031,0.0011,0.0001,0.0,0.0153,0.0197,0.0001,0.0001,0.0014,0.0001,0.0015,0.0052,0.0,0.0001
werbung,58,0.0001,0.005,0.0011,0.0073,0.0155,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
inhalt,57,0.0078,0.0071,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0135,0.0001,0.0001,0.0112,0.0,0.0001
natur,55,0.0001,0.0001,0.0011,0.0018,0.0,0.0001,0.0001,0.0001,0.0001,0.0055,0.0001,0.0017,0.0001,0.0194,0.0001
definieren,53,0.0001,0.0,0.0011,0.0111,0.0,0.0362,0.0108,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
weg,52,0.0001,0.0,0.0011,0.0,0.0056,0.0001,0.0273,0.0001,0.0001,0.0001,0.0001,0.0001,0.0072,0.0,0.0001
lust,51,0.0001,0.0003,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0215,0.0001,0.0181,0.011,0.0001,0.0,0.0208
prüfen,51,0.003,0.0009,0.0011,0.0154,0.0,0.0146,0.011,0.0001,0.0215,0.0001,0.0001,0.0001,0.0001,0.0008,0.0001
denken,51,0.0001,0.0016,0.0011,0.0001,0.0014,0.0001,0.0196,0.0001,0.0001,0.0001,0.0001,0.0026,0.0001,0.0,0.0217
erfolg,51,0.0001,0.0038,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.007,0.0001,0.0001,0.0273,0.0,0.0001
weltanschauung,50,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0029,0.0001,0.0001,0.0001,0.02,0.0001
text,49,0.0057,0.0,0.0011,0.0001,0.0052,0.0115,0.0001,0.0001,0.0192,0.0001,0.0001,0.0031,0.0001,0.0032,0.0001
kriterium,49,0.0001,0.0011,0.0011,0.0,0.0,0.0001,0.0016,0.0001,0.0255,0.0091,0.0001,0.0001,0.0059,0.0,0.0116
brauchen,48,0.0001,0.0019,0.0011,0.0001,0.0133,0.0001,0.0049,0.0001,0.0005,0.0001,0.0001,0.0001,0.004,0.0,0.0001
gerechtigkeit,48,0.0001,0.0089,0.0011,0.0001,0.0026,0.0001,0.0001,0.0001,0.0044,0.0001,0.0001,0.0001,0.0001,0.0092,0.0002
medium,47,0.006,0.0046,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0037,0.0001,0.0001,0.0002,0.0001,0.0103,0.0001
argumentieren,47,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0022,0.019,0.0001
glücksbegriff,47,0.0001,0.0,0.0011,0.0146,0.0,0.0151,0.0001,0.0001,0.0001,0.0019,0.0102,0.0001,0.0001,0.0,0.0001
wunsch,47,0.0001,0.0,0.0011,0.0,0.0025,0.0109,0.0148,0.0001,0.0048,0.0011,0.0001,0.0001,0.0038,0.0,0.0001
untersuchen,46,0.0001,0.0054,0.0011,0.0001,0.0111,0.0001,0.0001,0.0001,0.0001,0.0019,0.0001,0.0001,0.0001,0.0,0.0001
antike,45,0.0001,0.0001,0.0011,0.0052,0.0064,0.0001,0.0038,0.0001,0.0001,0.002,0.0261,0.0142,0.0001,0.0,0.0001
philosophisch,45,0.0001,0.0053,0.0011,0.0001,0.0016,0.0001,0.0001,0.0001,0.0001,0.0027,0.0001,0.0002,0.0001,0.0017,0.027
zusammenleben,45,0.0001,0.0128,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0045,0.0041,0.0101
interpretieren,45,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0015,0.0001,0.0001,0.0001,0.0185,0.0001
diskussion,44,0.0024,0.0,0.0011,0.0001,0.0094,0.056,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0034,0.0,0.0001
umwelt,44,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0047,0.0001,0.0001,0.0046,0.0145,0.0001
möglichkeit,43,0.0001,0.0109,0.0011,0.0068,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0035,0.0,0.0001
entwickeln,43,0.0082,0.0024,0.0011,0.0,0.0,0.0048,0.0132,0.0001,0.0001,0.0001,0.0001,0.0001,0.0098,0.0,0.0001
umgang,43,0.0001,0.0041,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0141,0.0001,0.0032,0.016,0.0,0.0001
unterschiedlich,43,0.0001,0.0004,0.0011,0.0001,0.0021,0.0001,0.0001,0.0001,0.0014,0.0114,0.0001,0.0001,0.0077,0.002,0.0178
beziehung,42,0.0001,0.0094,0.0011,0.0,0.0,0.0001,0.0069,0.0001,0.0001,0.0001,0.0001,0.0015,0.0001,0.0,0.0001
norm,41,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0132,0.0112,0.0001
materiell,40,0.0001,0.0,0.0011,0.0,0.0,0.0115,0.0001,0.0187,0.0001,0.0072,0.0001,0.0125,0.0001,0.0,0.0001
denkanstöße,40,0.0001,0.0,0.0011,0.0001,0.0122,0.0001,0.0143,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001,0.0,0.0001
selbstbestimmt,40,0.0001,0.0075,0.0011,0.0,0.0,0.0001,0.0059,0.0001,0.0001,0.0001,0.0001,0.0001,0.0032,0.0,0.0144
freizeit,40,0.0005,0.0067,0.0011,0.0001,0.0,0.0001,0.0014,0.0001,0.0001,0.0001,0.0001,0.0001,0.0188,0.0,0.0001
zukunft,40,0.0047,0.0033,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0173,0.0001,0.0001,0.0058,0.0,0.0001
inhaltsbezogen,40,0.0001,0.0,0.0011,0.0029,0.0,0.0323,0.0042,0.0001,0.0001,0.0001,0.0001,0.0001,0.0051,0.0,0.0001
allgemein,38,0.0001,0.0002,0.0011,0.0089,0.0077,0.0001,0.0001,0.0106,0.0001,0.0001,0.0155,0.0001,0.004,0.0,0.0001
argument,38,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0253,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
scheinen,38,0.0001,0.0,0.0011,0.0001,0.0219,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
philosophie,37,0.0335,0.0024,0.0011,0.0,0.0013,0.0001,0.0001,0.0001,0.0047,0.0001,0.0001,0.0001,0.0001,0.0018,0.0001
methodischdidaktisch,36,0.0001,0.0,0.0011,0.0029,0.0,0.0323,0.0042,0.0001,0.0001,0.0001,0.0001,0.0001,0.0018,0.0,0.0001
grundlegend,36,0.0023,0.0001,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0165,0.0001,0.0001,0.0001,0.0001,0.0,0.0361
wahrnehmung,36,0.0115,0.0016,0.0011,0.0001,0.0,0.0028,0.0167,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
hineinversetzen,36,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0152,0.0001
perspektive,34,0.0244,0.0001,0.0011,0.0,0.0154,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
geschichte,34,0.012,0.0,0.0011,0.0,0.0006,0.0001,0.0001,0.0001,0.004,0.0078,0.0001,0.0001,0.0001,0.0046,0.0001
zustand,34,0.0001,0.0,0.0011,0.0,0.0007,0.0001,0.0016,0.0202,0.0034,0.0001,0.0001,0.0001,0.0098,0.0,0.0001
rolle,33,0.0001,0.0092,0.0011,0.0001,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0038,0.0001
technik,33,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0142,0.0001
führen,32,0.0001,0.0029,0.0011,0.0265,0.0017,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
aristoteles,31,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0226,0.0001,0.0001,0.0185,0.0001,0.0,0.0001
relevanz,31,0.0096,0.0,0.0011,0.0,0.0,0.0001,0.015,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
folge,30,0.0001,0.0,0.0011,0.0,0.0005,0.003,0.0147,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0,0.0001
auseinandersetzung,29,0.0199,0.0034,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0,0.0001
dauerhaft,29,0.0001,0.0,0.0011,0.0147,0.0,0.0088,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
gemeinschaft,29,0.0001,0.0108,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
kontext,29,0.0126,0.0,0.0011,0.0,0.0018,0.0001,0.0015,0.0107,0.0001,0.0005,0.0001,0.0001,0.0001,0.001,0.0001
proximum,28,0.0001,0.0,0.0011,0.0174,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
differentia,28,0.0001,0.0,0.0011,0.0174,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
specifica,28,0.0001,0.0,0.0011,0.0174,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
genus,28,0.0001,0.0,0.0011,0.0174,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
konkretisierung,28,0.0001,0.0031,0.0011,0.0082,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0211,0.0001,0.0001,0.0,0.0001
kultur,28,0.0004,0.0003,0.0011,0.0145,0.0,0.0159,0.0001,0.0001,0.0001,0.0001,0.0001,0.0017,0.0026,0.0,0.0001
beitrag,27,0.0001,0.0047,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0164,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
differenzieren,27,0.0001,0.0,0.0011,0.0001,0.0015,0.0001,0.0103,0.0001,0.0001,0.0001,0.0127,0.0001,0.0001,0.0,0.0001
relevant,27,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0179,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
geld,27,0.0001,0.0048,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0218,0.0001,0.0001,0.0,0.0001
hedonismus,27,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0046,0.0001,0.0001,0.007,0.0001,0.0,0.0304
endlichkeit,26,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0184,0.0001,0.0001,0.0019,0.0018,0.0001
lebensziel,26,0.0046,0.0015,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0241,0.0001,0.0,0.0001
armut,25,0.0001,0.0009,0.0011,0.0,0.0,0.0299,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
toleranz,25,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0107,0.0001
unterscheidung,25,0.0213,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0104
wohlstand,25,0.0001,0.0001,0.0011,0.0,0.0,0.0339,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
kind,25,0.0001,0.0025,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0201,0.0001,0.0001,0.0001,0.0168,0.0,0.0001
darstellung,24,0.0001,0.0,0.0011,0.0,0.0005,0.0001,0.0001,0.0001,0.0001,0.0028,0.0186,0.0001,0.0001,0.0,0.0001
frei,24,0.0001,0.0,0.0011,0.0,0.0125,0.0097,0.0038,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
freud,24,0.0001,0.0,0.0011,0.03,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
gegenstand,24,0.0001,0.0,0.0011,0.0001,0.0129,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
inhaltsbezogene,24,0.0001,0.0026,0.0011,0.0074,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0201,0.0001,0.0001,0.0,0.0001
absicht,23,0.0001,0.0,0.0011,0.0206,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0029,0.0001,0.0,0.0001
reflexionsbereich,23,0.0182,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0086,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
eher,23,0.0001,0.0,0.0011,0.0001,0.0034,0.0001,0.0001,0.0001,0.0001,0.0001,0.02,0.0001,0.0001,0.0,0.0001
fremd,23,0.0001,0.0008,0.0011,0.0,0.0,0.0001,0.0055,0.0001,0.0001,0.0001,0.0001,0.0001,0.0115,0.0,0.0001
kompetenzerwerb,23,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0101,0.0001,0.0001,0.0106,0.0,0.0001
lebenskunst,23,0.0253,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
misserfolg,22,0.0001,0.0001,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0193,0.0,0.0001
religiös,22,0.0024,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0125,0.0001,0.0001,0.0001,0.0027,0.0001
scheinbar,22,0.0001,0.0,0.0011,0.007,0.0124,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
tod,22,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0165,0.0001,0.0056,0.0001,0.0,0.0001
zufriedenheit,22,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0005,0.0001,0.0001,0.0201,0.0001,0.0001,0.0,0.0001
alter,21,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0197,0.0001,0.0001,0.0001,0.0,0.0001
schöpfung,21,0.0001,0.0,0.0011,0.017,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0027,0.0001
alltag,20,0.0134,0.0021,0.0011,0.0001,0.0006,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
relativ,20,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0254,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
wissenschaft,20,0.0089,0.0001,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0172,0.0001,0.0001,0.0001
krise,20,0.0001,0.0001,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0111,0.0001
bzgl,19,0.0001,0.0007,0.0011,0.0258,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
provokation,19,0.0001,0.0012,0.0011,0.011,0.0083,0.0001,0.0001,0.0001,0.0184,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
tugend,19,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0482,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
zugehörigkeit,19,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0128,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
kompetenzschwerpunkt,19,0.0001,0.0001,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0037,0.0177
kunst,19,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0301,0.0052,0.0001,0.0001,0.0101,0.0001,0.0,0.0001
bedeuten,18,0.0001,0.0013,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.014,0.0001,0.0,0.0067
plan,18,0.0001,0.0,0.0011,0.0188,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
essay,18,0.0001,0.0,0.0011,0.0054,0.0,0.0001,0.0003,0.0001,0.0001,0.0001,0.0144,0.0001,0.0001,0.0,0.0001
freude,18,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0004,0.0001,0.0001,0.0166,0.0001,0.0001,0.0,0.0001
utilitarismus,18,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0287
kaufen,18,0.0001,0.0,0.0011,0.006,0.0,0.0133,0.0001,0.0001,0.0001,0.0001,0.0048,0.0001,0.0001,0.0,0.0001
konfrontieren,18,0.0001,0.0,0.0011,0.0058,0.0,0.0122,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
passt,16,0.0001,0.0001,0.0011,0.0,0.0022,0.0001,0.0116,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
einflussfaktor,16,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.015,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
freizeitgestaltung,16,0.0001,0.0005,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0189,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
happiness,16,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0023,0.0116,0.0001,0.0001,0.0,0.0022
wertvorstellung,16,0.0166,0.0,0.0011,0.0,0.0,0.0001,0.0048,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
zentral,16,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.044
zumeist,16,0.0001,0.0,0.0011,0.0,0.002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0104,0.0,0.0001
konsumgemeinschaft,16,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0002,0.0001,0.0218,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
luck,15,0.0001,0.0,0.0011,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0023,0.012,0.0001,0.0001,0.0,0.0001
antik,15,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0302,0.0001,0.0,0.0001
nämlich,15,0.0001,0.0001,0.0011,0.0001,0.0036,0.0001,0.0001,0.0001,0.0001,0.0001,0.0171,0.0001,0.0001,0.0,0.0001
phänomen,15,0.0133,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001,0.0,0.0001
epikur,15,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0241,0.0001,0.0001,0.0113,0.0001,0.0,0.0001
themenfelder,15,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0042,0.011,0.0,0.0001
handlungsgrundsätz,15,0.0153,0.0,0.0011,0.0,0.0,0.0001,0.0049,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
interview,15,0.0001,0.0,0.0011,0.0074,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0134,0.0001,0.0,0.0001
anspruch,14,0.0001,0.0001,0.0011,0.023,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0105
metaphysik,14,0.0155,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
jugendliche,14,0.0001,0.0,0.0011,0.0,0.0,0.0029,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0105,0.0,0.0001
antwort,13,0.0001,0.002,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0017,0.0001,0.0001,0.0001,0.0021,0.0001
phase,13,0.0001,0.0,0.0011,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0119,0.0001,0.0001,0.0001,0.0,0.0001
empfindung,13,0.0001,0.0,0.0011,0.0001,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0114,0.0001,0.0001,0.0,0.0001
enthalt,13,0.0001,0.0,0.0011,0.0156,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
erreichen,13,0.0001,0.0,0.0011,0.0,0.0019,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0132,0.0001,0.0,0.0001
