term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
sozial,93,0.0599,0.0006,0.0027,0.0314,0.0004,0.0001,0.0003,0.0004,0.0027,0.0005,0.0393,0.0004,0.0006,0.0623,0.0029,0.0001,0.032,0.0027,0.0105,0.003
wahrnehmung,67,0.0001,0.0006,0.0027,0.0312,0.0004,0.0001,0.0003,0.0372,0.0027,0.015,0.0001,0.0126,0.0025,0.0002,0.0027,0.0002,0.0825,0.0027,0.0196,0.0029
bedürfnis,56,0.0606,0.0006,0.0027,0.0001,0.0004,0.1621,0.0003,0.0004,0.0027,0.0005,0.0001,0.001,0.0013,0.0001,0.0027,0.0001,0.0002,0.0027,0.0001,0.0027
gesellschaftlich,53,0.0001,0.0006,0.0027,0.0645,0.0004,0.0342,0.0004,0.0004,0.0027,0.0005,0.0383,0.0003,0.012,0.0001,0.0028,0.0001,0.0003,0.0029,0.015,0.0028
frage,52,0.0001,0.0006,0.0027,0.0001,0.0004,0.0001,0.0003,0.0004,0.0027,0.0006,0.0122,0.0003,0.0255,0.0021,0.0028,0.0001,0.0002,0.0028,0.0476,0.0031
motivation,52,0.0001,0.0006,0.0027,0.0001,0.0105,0.0001,0.0003,0.0805,0.0027,0.0005,0.0001,0.0601,0.0021,0.0005,0.0027,0.0001,0.0389,0.0027,0.0034,0.0027
kognitiv,51,0.0303,0.0006,0.0027,0.0001,0.0004,0.0001,0.0005,0.0202,0.0027,0.0268,0.0384,0.0138,0.0004,0.0167,0.0027,0.0001,0.0002,0.0027,0.0002,0.0027
perspektive,51,0.0001,0.0006,0.0027,0.0001,0.0004,0.0001,0.0003,0.0004,0.0029,0.0322,0.0001,0.0154,0.0002,0.0302,0.0028,0.0001,0.0058,0.0028,0.0481,0.0029
psychisch,48,0.0299,0.0086,0.0027,0.0001,0.0004,0.0001,0.0003,0.0337,0.0028,0.0005,0.0006,0.0003,0.0092,0.0001,0.0028,0.0335,0.0002,0.0027,0.0048,0.0029
handeln,46,0.0296,0.0006,0.0027,0.0001,0.0004,0.0001,0.0037,0.0004,0.0027,0.0005,0.0001,0.0003,0.0002,0.011,0.003,0.0002,0.0086,0.0027,0.0293,0.0027
