term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
ethik,635,0.0001,0.0029,0.0001,0.0447,0.0182,0.0039,0.0601,0.0001,0.0241,0.0,0.0953,0.0172,0.0079,0.0445,0.0,0.0086,0.039,0.0001,0.0,0.009
ethisch,537,0.0001,0.013,0.0153,0.0001,0.0111,0.0019,0.0143,0.0265,0.0,0.0037,0.0291,0.0001,0.0,0.0176,0.0012,0.0133,0.0452,0.0001,0.0578,0.0143
handeln,523,0.0001,0.0001,0.0001,0.0003,0.0,0.0012,0.0212,0.0253,0.0311,0.0134,0.0143,0.0001,0.002,0.0058,0.0,0.0001,0.0052,0.1875,0.0,0.0451
wert,511,0.0612,0.0029,0.0078,0.0099,0.0,0.0,0.0187,0.0056,0.0049,0.0178,0.0001,0.0001,0.0,0.0,0.0293,0.0001,0.0555,0.0001,0.0,0.0157
norm,509,0.076,0.0001,0.0082,0.0001,0.0,0.0054,0.0159,0.0083,0.0094,0.013,0.0001,0.015,0.0,0.0,0.0112,0.0001,0.066,0.0001,0.0,0.0092
mensch,422,0.0376,0.0032,0.0036,0.0001,0.0196,0.0,0.0125,0.0,0.0195,0.0001,0.0001,0.0124,0.0775,0.0,0.0,0.0001,0.0076,0.0001,0.0,0.032
frage,314,0.0001,0.0104,0.0001,0.0001,0.0316,0.0162,0.0,0.0,0.0,0.0,0.0001,0.0346,0.0039,0.0,0.0,0.1318,0.0043,0.0001,0.0,0.0069
verantwortung,268,0.0001,0.0108,0.0001,0.0051,0.0246,0.0,0.0,0.0,0.0407,0.0088,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0015,0.0001,0.0,0.0247
ethischmoralisch,252,0.0001,0.0,0.0001,0.0001,0.0,0.0238,0.0,0.0,0.0152,0.0,0.0001,0.0001,0.0,0.0059,0.0,0.0001,0.0159,0.0001,0.0,0.0221
leben,251,0.0001,0.0001,0.0001,0.0001,0.0081,0.013,0.0051,0.005,0.0049,0.0043,0.0001,0.0001,0.0067,0.0064,0.0012,0.0001,0.0009,0.0001,0.0,0.0302
glück,237,0.0001,0.0146,0.0001,0.0001,0.003,0.0,0.0,0.0,0.0142,0.0535,0.0001,0.0001,0.015,0.0026,0.0003,0.0001,0.0002,0.0001,0.0,0.0101
urteil,214,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0251,0.0,0.003,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0133,0.0001,0.0633,0.0053
handlung,207,0.0224,0.0229,0.0001,0.0001,0.0,0.0031,0.0075,0.0326,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0026,0.0001,0.0,0.0123
gerechtigkeit,197,0.0001,0.0115,0.0001,0.0243,0.0,0.0,0.0,0.0,0.0,0.008,0.0001,0.0062,0.0,0.0,0.0267,0.0132,0.008,0.0001,0.0,0.0126
gesellschaft,195,0.0001,0.0,0.0001,0.0001,0.0002,0.0,0.0104,0.0045,0.0104,0.0124,0.0001,0.0572,0.0,0.015,0.0,0.0001,0.0004,0.0001,0.0,0.008
verschieden,193,0.0001,0.0,0.0001,0.0001,0.0095,0.0178,0.009,0.0001,0.0136,0.0069,0.0001,0.0001,0.0082,0.0,0.0001,0.0001,0.0069,0.0001,0.0106,0.0063
freiheit,179,0.0001,0.0073,0.0001,0.032,0.0071,0.0,0.0,0.0,0.0039,0.0068,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0052,0.0001,0.0,0.0179
regel,171,0.0001,0.0,0.0001,0.0134,0.0038,0.0524,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.019,0.0001,0.0,0.0001,0.0,0.0073
perspektive,161,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0419,0.0,0.0,0.0,0.0001,0.0016,0.0,0.0,0.0,0.0001,0.0148,0.0001,0.0,0.0
welt,159,0.0001,0.0,0.0001,0.0001,0.0053,0.0,0.0075,0.0,0.0292,0.0174,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0008,0.0001,0.0,0.0095
begriff,157,0.0078,0.0029,0.0001,0.0001,0.0035,0.0039,0.0196,0.0133,0.0,0.0,0.0001,0.0001,0.0,0.0046,0.0199,0.0062,0.0053,0.0001,0.0,0.0
natur,156,0.0388,0.0,0.0001,0.0001,0.0208,0.0,0.0001,0.0,0.0,0.0015,0.0001,0.0001,0.0352,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0077
relevant,152,0.0131,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0076,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0075,0.0245,0.0426,0.0,0.0
prinzip,149,0.0001,0.0185,0.0001,0.0001,0.0,0.0,0.0399,0.0,0.0,0.0036,0.0001,0.0001,0.0,0.004,0.0,0.0001,0.0008,0.0001,0.0,0.0011
argumentieren,140,0.0001,0.0,0.0001,0.0001,0.0,0.0044,0.0,0.0,0.0115,0.019,0.0001,0.0001,0.0059,0.0026,0.0,0.0001,0.0037,0.0001,0.0289,0.0012
bedeutung,138,0.0031,0.0,0.0001,0.0048,0.0061,0.0019,0.0,0.0,0.0,0.0096,0.0001,0.0001,0.005,0.0,0.0001,0.0001,0.0082,0.0001,0.0,0.0107
position,137,0.017,0.0325,0.0001,0.0032,0.0,0.0108,0.0,0.0,0.0,0.0065,0.0001,0.0001,0.0,0.0058,0.0001,0.0001,0.0009,0.0001,0.0228,0.0
konflikt,134,0.0001,0.0,0.0001,0.0014,0.0139,0.0062,0.0044,0.0,0.0,0.0206,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0028,0.0001,0.0186,0.0001
begründen,129,0.0001,0.0,0.0001,0.0001,0.0,0.0069,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0159,0.0,0.0001,0.0176,0.0001,0.0,0.0039
problem,127,0.0078,0.0,0.0001,0.0001,0.0,0.0153,0.0021,0.0094,0.0,0.0,0.018,0.0036,0.0,0.0107,0.0001,0.0092,0.0003,0.0001,0.0,0.0051
entwickeln,119,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0158,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0101,0.0001,0.0133,0.0001,0.0123,0.0015
unterschiedlich,116,0.0001,0.0,0.0001,0.0063,0.0,0.0073,0.0,0.0198,0.0,0.0059,0.0001,0.0001,0.0052,0.0,0.0,0.0001,0.0034,0.0001,0.0,0.0051
zusammenleben,115,0.0001,0.0,0.0001,0.0001,0.0034,0.0072,0.0,0.0,0.0,0.019,0.0001,0.0066,0.0,0.0,0.0,0.0001,0.003,0.0001,0.0,0.0061
philosophisch,115,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0112,0.0,0.007,0.0001,0.0001,0.0,0.0102,0.01,0.0001,0.0052,0.0001,0.0,0.0044
religion,114,0.0001,0.0,0.0101,0.0271,0.0,0.0008,0.0,0.0,0.0597,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0
argumentation,109,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0258,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0026,0.0001,0.0256,0.0
situation,109,0.032,0.0,0.0001,0.0001,0.0,0.0,0.0103,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0145,0.0001,0.0,0.0
religiös,108,0.0001,0.0,0.0001,0.0001,0.0028,0.0,0.0,0.0,0.0,0.0108,0.0001,0.0001,0.0,0.0,0.0,0.0074,0.0001,0.0001,0.0301,0.0067
wahrnehmen,108,0.0001,0.0,0.0001,0.0001,0.0008,0.0056,0.0,0.0,0.01,0.03,0.0001,0.0001,0.0069,0.0,0.0,0.0033,0.0,0.0001,0.0,0.0
ethikunterricht,105,0.0001,0.0,0.0098,0.0001,0.0,0.0,0.0,0.0046,0.0,0.0,0.0001,0.0137,0.0,0.0,0.0093,0.0001,0.0012,0.0001,0.0,0.012
auseinandersetzung,103,0.0001,0.0019,0.0001,0.0001,0.0036,0.0007,0.0,0.0071,0.0,0.0023,0.0001,0.0001,0.0,0.0,0.0218,0.0113,0.0059,0.0001,0.0,0.0025
gewissen,102,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0404,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0
gesellschaftlich,100,0.0001,0.0,0.0001,0.0001,0.0064,0.0,0.0089,0.0,0.0,0.0127,0.0001,0.0001,0.0064,0.0042,0.0,0.0001,0.003,0.0001,0.0,0.0022
zusammenhang,100,0.0001,0.0,0.0172,0.0001,0.0,0.0,0.0,0.0114,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0195,0.0083
sozial,93,0.0001,0.0089,0.0001,0.0001,0.0138,0.0,0.0055,0.0053,0.0,0.0046,0.0001,0.0001,0.0073,0.0,0.0,0.0001,0.003,0.0001,0.0,0.0004
orientierung,91,0.0001,0.0117,0.0001,0.0001,0.0027,0.0,0.0,0.0031,0.0,0.0,0.0001,0.0329,0.0,0.0048,0.0016,0.0001,0.0013,0.0001,0.0,0.0036
vernunft,90,0.0001,0.014,0.0001,0.0001,0.0,0.0031,0.0133,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0096,0.0001,0.0,0.0001,0.0,0.0037
normativ,89,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0155,0.0,0.0028,0.0001,0.0001,0.0,0.0298,0.0,0.0001,0.0,0.0001,0.0,0.0
individuell,85,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0117,0.0079,0.0,0.0103,0.0001,0.0001,0.0033,0.0,0.0,0.0001,0.0,0.0001,0.0,0.003
toleranz,84,0.0001,0.0,0.0001,0.0001,0.0,0.0031,0.0,0.0,0.0,0.0173,0.0001,0.0022,0.0001,0.0,0.0,0.0001,0.0069,0.0001,0.0,0.0008
untersuchen,84,0.0001,0.0,0.0001,0.0303,0.0,0.0,0.0,0.0001,0.0,0.0129,0.0001,0.0001,0.0,0.0056,0.0,0.0042,0.0028,0.0001,0.0065,0.0
fragestellung,83,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0065,0.0034,0.0,0.0191,0.0001,0.0,0.0,0.0,0.0001,0.0064,0.0001,0.0124,0.0025
interpretieren,81,0.0001,0.0,0.0001,0.0261,0.0003,0.0056,0.0,0.0,0.0,0.0188,0.0001,0.0001,0.0025,0.0,0.0,0.0001,0.0,0.0001,0.0031,0.0
entscheidung,80,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0368,0.0,0.0001,0.0,0.0001,0.0,0.0033
möglichkeit,80,0.0001,0.0,0.0001,0.007,0.0177,0.0,0.012,0.0,0.0,0.0018,0.0001,0.0001,0.0,0.0049,0.0,0.0001,0.0,0.0001,0.0,0.0
medium,79,0.0001,0.0,0.0001,0.0001,0.0152,0.0,0.0,0.0,0.0,0.0124,0.0001,0.0001,0.0064,0.0,0.0,0.0001,0.0011,0.0001,0.0,0.0014
entwicklung,79,0.0001,0.0,0.0001,0.0001,0.0137,0.0,0.0022,0.0063,0.0022,0.004,0.0001,0.0001,0.0,0.0,0.0,0.0235,0.0001,0.0001,0.0,0.0
wertvorstellung,78,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0108,0.0001,0.0284,0.0
vorstellung,77,0.0001,0.0007,0.0001,0.0001,0.0,0.0121,0.0018,0.0,0.014,0.001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0059
funktion,77,0.0001,0.0199,0.0001,0.0041,0.0048,0.0,0.0,0.0031,0.0,0.0,0.0001,0.0001,0.0,0.0033,0.0,0.0001,0.0066,0.0001,0.0,0.0
umgang,76,0.0001,0.0,0.0001,0.0066,0.0274,0.004,0.0,0.0,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0001,0.0011,0.0001,0.0,0.0007
wirklichkeit,76,0.0001,0.0,0.0001,0.0001,0.0177,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0019,0.0,0.0,0.0239,0.0013,0.0001,0.0,0.0023
urteilsfähigkeit,75,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0058,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0063,0.0103,0.0001,0.0,0.0032
praktisch,75,0.0001,0.0068,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0157,0.0,0.0001,0.0028,0.0001,0.0,0.0049
lernen,74,0.0001,0.0,0.0437,0.0001,0.0,0.0096,0.0,0.0,0.002,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0026,0.0001,0.0,0.0024
entscheiden,73,0.0001,0.0035,0.0001,0.0197,0.0021,0.0063,0.0,0.0,0.0029,0.0072,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.002,0.0001,0.0,0.0019
folge,72,0.0001,0.017,0.0032,0.0001,0.0,0.0,0.0062,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0043,0.0001,0.0,0.0027
