topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,9,0.1733,29,12.9507
2,4,0.1397,22,21.0105
3,2,0.1143,16,18.701
4,6,0.1131,18,10.2625
5,3,0.1063,12,10.4523
6,7,0.091,9,16.3092
7,1,0.0861,11,21.2162
8,5,0.0694,8,10.0379
9,8,0.0592,7,11.8329
10,10,0.0477,3,14.4597
