topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,1,43,0,1,0,45
2,1,81,1,4,3,90
3,1,15,1,3,1,21
4,0,41,5,2,3,51
5,1,29,0,0,0,30
6,0,11,3,0,0,14
7,6,10,8,3,12,39
8,0,23,1,0,1,25
9,0,14,2,1,0,17
10,0,22,0,0,0,22
