term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
glück,18,0.0017,0.0031,0.0002,0.0123,0.0001,0.0135,0.0002,0.0003,0.0001,0.0002
male,18,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0159,0.0002
medium,18,0.0001,0.0094,0.0136,0.0002,0.0001,0.0002,0.0094,0.0003,0.0001,0.0002
sachverhaltegedanken,18,0.0001,0.013,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0078,0.0002
sammel,18,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0159,0.0002
selbstwahrnehmung,18,0.0141,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
umwelt,18,0.0001,0.0003,0.0076,0.0003,0.0001,0.0043,0.0203,0.0003,0.0001,0.0002
argument,17,0.0001,0.0002,0.0002,0.014,0.0001,0.0027,0.0018,0.0003,0.0036,0.0034
denkanstöße,17,0.0001,0.0151,0.0002,0.0002,0.0001,0.0039,0.004,0.0003,0.0021,0.0002
erfahrung,17,0.0039,0.0169,0.0002,0.0002,0.0014,0.0002,0.0002,0.0003,0.0001,0.0002
gesellschaft,17,0.0026,0.017,0.0002,0.0002,0.0017,0.0002,0.0002,0.0026,0.0001,0.0002
klassengemeinschaft,17,0.0001,0.0114,0.0038,0.0002,0.0001,0.0002,0.0002,0.0003,0.0058,0.0002
natur,17,0.0001,0.0002,0.0041,0.0002,0.0001,0.0002,0.0246,0.0003,0.0001,0.0002
reflexion,17,0.0001,0.0016,0.0002,0.0002,0.0001,0.0003,0.0002,0.0003,0.0001,0.0263
sinn,17,0.0003,0.0017,0.0002,0.0002,0.0003,0.0209,0.0102,0.0003,0.0001,0.0002
verstehen,17,0.0001,0.0002,0.0002,0.0002,0.0131,0.0002,0.0002,0.016,0.0002,0.0002
gerechtigkeit,16,0.0001,0.0029,0.0002,0.0002,0.0001,0.0093,0.0155,0.0003,0.0001,0.0002
geschichte,16,0.0022,0.0019,0.0002,0.0037,0.0001,0.0002,0.0004,0.0283,0.0001,0.0002
kritisch,16,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0226,0.0027,0.0118
positiv,16,0.0002,0.0002,0.0002,0.0246,0.0001,0.0002,0.0042,0.0003,0.0001,0.0002
sexualität,16,0.0001,0.0002,0.0167,0.0012,0.0087,0.0002,0.0018,0.0003,0.0001,0.0002
sinnvoll,16,0.0029,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0189
berücksichtigen,15,0.0028,0.0014,0.0033,0.0002,0.0001,0.002,0.0003,0.0182,0.0001,0.0002
norm,15,0.0012,0.0002,0.0002,0.0002,0.0001,0.0238,0.002,0.0003,0.0012,0.0002
personale,15,0.0123,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
aspekt,14,0.0122,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
denken,14,0.0001,0.0058,0.0042,0.0128,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
entscheidung,14,0.0001,0.0002,0.0002,0.0002,0.0029,0.0022,0.0002,0.019,0.0001,0.0063
freiheit,14,0.0001,0.0171,0.0002,0.0002,0.0001,0.0052,0.0002,0.0003,0.0001,0.0002
medial,14,0.0001,0.0031,0.0002,0.0002,0.0001,0.0116,0.0151,0.0003,0.0001,0.0002
potenzial,14,0.0119,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
prüfen,14,0.0001,0.0002,0.0002,0.0163,0.0001,0.0002,0.0002,0.0003,0.0036,0.0002
rollenspiel,14,0.0001,0.0002,0.0002,0.0173,0.0001,0.0002,0.0053,0.0003,0.0001,0.0002
toleranz,14,0.0001,0.0002,0.0002,0.0186,0.0001,0.0002,0.0002,0.0046,0.0001,0.0002
verantwortungsvoll,14,0.0116,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0003
wirklichkeit,14,0.0117,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
beherrschen,13,0.0001,0.0157,0.0033,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
dar,13,0.0001,0.0017,0.0002,0.0002,0.016,0.0002,0.0002,0.0003,0.0001,0.0002
konkret,13,0.0001,0.0002,0.0032,0.0002,0.0001,0.0211,0.0002,0.0025,0.0007,0.0002
menschlich,13,0.0001,0.0059,0.0163,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
quelle,13,0.0004,0.0002,0.0215,0.0002,0.0001,0.0002,0.0002,0.0003,0.0019,0.0002
deutsch,12,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0005,0.0369,0.0001,0.0002
geschlecht,12,0.0001,0.0002,0.0002,0.0002,0.0141,0.0002,0.0002,0.0003,0.0001,0.0002
gestik,12,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0187
körperhaltung,12,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0187
respekt,12,0.0001,0.0002,0.0002,0.0186,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
unbestimmt,12,0.0001,0.0142,0.0033,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
empfindung,11,0.0001,0.0023,0.0002,0.0002,0.0127,0.0002,0.0002,0.0003,0.0001,0.0002
lebenswelt,11,0.0001,0.0002,0.0125,0.006,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
moral,11,0.0001,0.0002,0.0007,0.0002,0.0001,0.002,0.0158,0.0003,0.0001,0.0002
selbstständig,11,0.0001,0.0002,0.0046,0.0002,0.0001,0.0002,0.0178,0.0003,0.0001,0.0002
angesichts,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0157
betreffen,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0156
erwartung,10,0.0001,0.0002,0.0002,0.0002,0.0123,0.0002,0.0002,0.0003,0.0001,0.0002
herumgehenlassen,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0157
nachbar,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0157
schmerzhafteunangenehm,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0157
situationskart,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0157
sitzkreis,10,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0157
einzeln,9,0.0022,0.0002,0.0121,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
lehrplan,9,0.0001,0.0002,0.0143,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
nennen,9,0.0001,0.0002,0.0002,0.0124,0.0001,0.0002,0.0025,0.0003,0.0001,0.0002
erstellen,8,0.0001,0.0002,0.0002,0.0132,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
führen,8,0.0001,0.0002,0.0125,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
gesellschaftliche,8,0.0001,0.013,0.0002,0.0002,0.0001,0.0003,0.0002,0.0003,0.0001,0.0002
jugendliche,8,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002,0.0003,0.0244,0.0001,0.0002
kind,8,0.0001,0.0002,0.0002,0.0002,0.0001,0.0021,0.0009,0.0203,0.0001,0.0003
methode,8,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0246,0.0001,0.0002
umfeld,8,0.0001,0.0016,0.0002,0.0002,0.0001,0.0154,0.0002,0.0003,0.0001,0.0002
vielfältig,8,0.0001,0.0002,0.0002,0.0023,0.0001,0.0161,0.0002,0.0003,0.0001,0.0002
ereignis,7,0.0001,0.0002,0.0046,0.0002,0.0001,0.0002,0.0002,0.0161,0.0001,0.0002
strategie,7,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0025,0.0174,0.0001,0.0002
thema,7,0.0001,0.0002,0.0004,0.0002,0.0001,0.0002,0.0002,0.0168,0.0001,0.0002
zentral,7,0.0001,0.0002,0.0002,0.0005,0.0001,0.0002,0.002,0.0185,0.0001,0.0002
deutschland,6,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0003,0.0188,0.0001,0.0002
finden,6,0.0001,0.0002,0.0002,0.0002,0.0001,0.0121,0.0002,0.0003,0.0001,0.0002
internet,6,0.0001,0.0002,0.012,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0002
verpflichtung,6,0.0001,0.0002,0.0002,0.0002,0.0001,0.0135,0.0002,0.0003,0.0001,0.0002
überlegung,6,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0167,0.0001,0.0002
übernehmen,6,0.0001,0.0002,0.0002,0.0002,0.0001,0.012,0.0002,0.0003,0.0001,0.0002
unterschiedliche,5,0.0001,0.0002,0.0002,0.0002,0.0001,0.0116,0.0002,0.0003,0.0001,0.0002
übernommen,5,0.0001,0.0002,0.0002,0.0002,0.0001,0.0116,0.0002,0.0003,0.0001,0.0002
