topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1467,962,135.3195
2,2,0.1448,887,245.6268
3,8,0.0948,501,154.2267
4,15,0.0675,411,189.341
5,9,0.0626,264,129.4636
6,7,0.0589,186,98.1527
7,4,0.0581,327,252.9998
8,12,0.0554,244,110.3776
9,10,0.0522,188,79.9971
10,11,0.0503,173,180.0823
11,3,0.0455,129,97.7854
12,5,0.0448,144,203.8833
13,14,0.0429,178,180.667
14,1,0.0385,118,160.8453
15,13,0.0369,140,154.9887
