topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2117,141,38.6873
2,7,0.1235,77,28.8328
3,2,0.1105,66,28.9607
4,10,0.0949,54,38.0867
5,9,0.0944,48,29.4525
6,3,0.0868,43,23.6987
7,4,0.0826,46,23.766
8,1,0.0728,35,29.6666
9,6,0.0652,31,30.0036
10,8,0.0576,28,50.6343
