rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,kompetenz,885,391.95832590555335,0.017125127058854484
2,fähigkeit,500,367.20037468282067,0.016043422621458803
3,entwickeln,491,360.43993429681484,0.01574805091244692
4,unterschiedlich,349,230.84367038316697,0.010085835469653045
5,reflektieren,287,215.86576010442903,0.009431432693523941
6,nutzen,356,211.26543673401946,0.009230439075010874
7,lernende,351,207.5726777740586,0.009069098028763291
8,angemessen,256,188.48077287227267,0.008234949917523951
9,problem,230,179.24713786246306,0.00783152138365431
10,historisch,225,170.81408620457148,0.00746307129192166
11,ziel,367,163.18998797966623,0.007129965341157523
12,wissen,339,157.9679920261467,0.006901810105525675
13,handeln,299,141.6675442533412,0.006189624087839755
14,entscheidung,147,132.1374872169114,0.0057732445218490695
15,methode,179,129.09596104155116,0.005640356613203325
16,kennen,355,128.67780810819633,0.005622087012481896
17,treffen,119,127.79860456250336,0.00558367356024612
18,grundlage,346,125.87698732877152,0.005499715809865097
19,beschreiben,189,125.80590578068879,0.005496610172193938
20,bewusst,171,122.64824863888634,0.005358648363022684
