rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozial,393,229.3551565138786,0.012192001148463789
2,kennen,355,214.21305767535003,0.011387081436888343
3,politisch,237,213.87567309347995,0.011369146835930788
4,fachübergreifend,222,211.0841924134852,0.011220758039386112
5,inhalt,431,195.521249887316,0.010393467229636869
6,leben,339,194.12063505490903,0.01031901371437776
7,bezug,232,189.9532175524003,0.01009748322973989
8,gesellschaft,201,184.78248086410323,0.009822618567439144
9,bildung,364,182.57430460710376,0.009705236914152796
10,entwicklung,379,172.7360308642266,0.009182256543468166
11,mensch,286,165.58838063259975,0.00880230363045163
12,gesellschaftlich,199,131.5610607285968,0.006993488299440552
13,demokratie,124,128.33831258854698,0.006822174300566848
14,sprachbildung,151,119.20631098714664,0.00633673775881066
15,leitperspektiven,140,114.4140053500611,0.006081989634900044
16,globales,114,113.15592242622543,0.006015112793387484
17,fachbezoge,113,112.42144430758024,0.005976069598535653
18,beruf,124,110.63539681233297,0.00588112735505508
19,thema,195,104.28301203643599,0.005543448954183664
20,kultur,110,96.50299660107417,0.005129880937816621
