topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,3,3,3,0,3,12
2,5,5,5,0,10,25
3,4,1,3,0,3,11
4,5,10,2,24,0,41
5,4,11,1,0,1,17
6,2,4,0,1,4,11
7,5,17,0,5,3,30
8,4,6,0,8,1,19
9,15,8,2,2,5,32
10,3,49,1,14,2,69
