topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,4,231,5,0,2,242
2,2,188,4,1,3,198
3,2,134,14,0,1,151
4,11,193,0,0,4,208
5,0,133,0,1,13,147
6,0,102,1,3,4,110
7,6,194,6,2,0,208
