topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,48,1,0,0,0,49
2,43,1,0,0,0,44
3,31,5,0,0,0,36
4,7,3,8,0,3,21
5,46,1,5,2,3,57
6,51,0,0,0,0,51
7,124,0,0,0,0,124
8,22,4,1,0,0,27
9,10,2,0,0,2,14
10,5,0,0,0,0,5
11,60,2,1,2,0,65
12,49,0,3,0,0,52
13,83,0,1,0,0,84
14,148,1,0,0,0,149
15,60,0,7,1,1,69
16,48,1,0,1,0,50
17,31,0,0,0,0,31
18,2,1,2,0,0,5
19,7,0,0,0,0,7
20,51,0,0,0,0,51
