topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.276,456,75.3473
2,4,0.2399,335,37.2473
3,2,0.2012,265,27.393
4,1,0.1486,143,30.1387
5,3,0.1343,144,36.5566
