rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,merkmal,245,60.30489690074845,0.03194528356980257
2,rezessiv,49,48.37706928904815,0.025626761277083784
3,dna,255,45.10982762106697,0.02389600694470322
4,chromosomen,71,36.322310253292315,0.019240999663119717
5,mutation,146,35.94541213668908,0.019041345607966772
6,wahlbereich,46,34.43637453751965,0.018241963857885984
7,dominant,34,33.51475215625462,0.017753753284170164
8,veränderung,146,33.2450559969621,0.01761088726948373
9,funktion,162,32.79652356372987,0.017373286402783975
10,basiskonzept,154,30.951493068513482,0.016395919300048918
11,allel,57,27.83877280341303,0.014747019514916034
12,evolution,217,23.807132759536195,0.012611340804363122
13,zusammenhang,177,23.610454932274532,0.012507154755026081
14,lernbereich,49,23.141050740770932,0.012258497502015334
15,allele,23,22.020386333303936,0.011664848493012988
16,tier,36,20.95246025203826,0.011099136531780922
17,chromosomenverteilung,25,20.45046874329754,0.010833216815132567
18,entwicklung,365,19.93542352778128,0.010560382164772142
19,meiose,102,19.9207800063563,0.010552625059322624
20,enzyme,38,19.168364116879726,0.01015404815782632
