rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,konflikt,280,152.49666670873023,0.046874214869904875
2,dar,132,95.42190001597527,0.029330651883601733
3,stellen,131,67.46968607109194,0.02073873895317305
4,folge,433,65.09009833773771,0.020007304561049054
5,ziel,103,52.606619049126614,0.016170149932508805
6,beurteilungskompetenz,47,50.646209536071424,0.015567561963006033
7,international,199,46.35799792030838,0.014249457397030024
8,interesse,86,41.72440356791638,0.01282518956231829
9,benennen,51,40.31651765733262,0.012392435534906902
10,akteur,132,39.122196420965565,0.012025326722200278
11,form,163,37.29240430435477,0.01146288774768096
12,europäisch,96,36.60041020042623,0.011250183555410267
13,unterschiedlich,158,35.79307934069421,0.01100202731037926
14,terrorismus,37,35.534917610875866,0.010922673914296152
15,verschieden,169,33.129678515949664,0.010183354842067461
16,bedeutung,222,31.493071964431724,0.009680296979826633
17,analysekompetenz,27,29.525431407985376,0.009075486342189756
18,bne,32,27.488834310848606,0.008449479938279629
19,krieg,147,26.84951658877484,0.008252967339536326
20,grund,63,26.10980065499607,0.008025594477092944
