rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wirkung,146,49.247316853725934,0.017892611381521845
2,kommunikation,68,43.875019156542294,0.01594073986724098
3,zusammenhang,217,40.14301375173245,0.01458482188737748
4,funktion,105,36.30082355341653,0.013188871397799532
5,menschlich,51,36.04801058844439,0.013097019000076173
6,entwicklung,273,34.41010586938653,0.0125019329224913
7,ökologisch,58,33.21155340665592,0.012066472986679953
8,mensch,151,32.871663430402926,0.011942983634445133
9,nachhaltig,53,32.78848285767173,0.011912762340018224
10,bewertung,30,28.639481281053264,0.010405340665610005
11,behandlung,27,27.123495799882775,0.009854550474234112
12,phänomen,51,27.036889823982055,0.009823084657026006
13,nutzung,26,25.990468632120514,0.009442897290007026
14,erkenntnisgewinnung,29,25.916419592335625,0.009415993678263443
15,nachhaltigkeit,27,24.924888758857023,0.009055749161208361
16,ökosystem,29,24.7847916283111,0.009004848854903961
17,veränderung,92,24.297516885110152,0.00882781144102776
18,klimawandel,23,24.040892431244195,0.00873457424726029
19,individuell,56,24.01636354871651,0.008725662375695907
20,treibhauseffekt,23,23.232345112978795,0.008440811584164059
