topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,15,18,114,2,88,237
2,45,6,15,7,21,94
3,65,3,5,0,0,73
4,9,12,83,1,32,137
5,1,4,82,0,223,310
6,4,12,5,4,20,45
7,6,14,13,1,9,43
8,87,1,2,0,4,94
9,27,4,22,0,47,100
10,4,45,23,2,70,144
