term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
beschreiben,490,0.0139,0.031,0.0234,0.016,0.026,0.0113,0.0112,0.0018,0.0001,0.0093
folge,433,0.0189,0.0122,0.0298,0.0001,0.0056,0.0094,0.0,0.017,0.0064,0.0147
erläutern,356,0.0077,0.0211,0.0126,0.0071,0.0092,0.0133,0.0063,0.0001,0.0001,0.0125
politisch,311,0.0066,0.0,0.0001,0.0001,0.0,0.0187,0.0,0.0247,0.0001,0.0152
erklären,307,0.0062,0.0046,0.0,0.0001,0.0217,0.0042,0.0233,0.0152,0.0001,0.0155
historisch,295,0.0358,0.0,0.0035,0.0001,0.0,0.0,0.0,0.0151,0.0133,0.0
konflikt,280,0.0054,0.0018,0.0189,0.0001,0.0,0.0186,0.0,0.0055,0.0025,0.0001
entwicklung,273,0.011,0.0147,0.0044,0.0001,0.0,0.0134,0.0043,0.0001,0.0001,0.0043
auswirkung,235,0.0124,0.0056,0.0095,0.0095,0.0016,0.0075,0.0,0.007,0.0001,0.0061
gesellschaftlich,226,0.007,0.0,0.0,0.0001,0.0,0.0081,0.0142,0.0128,0.002,0.0095
sozial,226,0.0015,0.0026,0.0016,0.0102,0.0004,0.0155,0.0004,0.0001,0.0001,0.0144
bedeutung,222,0.0,0.0169,0.0151,0.0001,0.0106,0.0075,0.0001,0.0022,0.0068,0.0068
analysieren,217,0.0052,0.0,0.0079,0.014,0.0,0.0096,0.0099,0.0001,0.0001,0.0076
zusammenhang,217,0.004,0.0,0.0066,0.0001,0.0,0.0024,0.031,0.0001,0.023,0.0
international,199,0.0,0.0,0.0,0.0001,0.0,0.0214,0.0,0.0046,0.0001,0.0004
revolution,193,0.0018,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0478
beurteilen,177,0.0151,0.0,0.0121,0.0001,0.0,0.0,0.0006,0.0271,0.0001,0.0007
deutschland,169,0.0,0.0,0.0188,0.0001,0.0,0.0036,0.0,0.0001,0.0001,0.0243
verschieden,169,0.0087,0.004,0.0,0.0144,0.0001,0.0057,0.0085,0.0001,0.0024,0.0
form,163,0.0057,0.0013,0.0066,0.0001,0.0054,0.0083,0.0014,0.0001,0.0019,0.0009
gesellschaft,162,0.008,0.0,0.0,0.0001,0.0,0.0044,0.0,0.0001,0.0001,0.02
unterschiedlich,158,0.0038,0.0021,0.0111,0.0001,0.0021,0.0087,0.0,0.0001,0.006,0.0
mensch,151,0.0045,0.0036,0.0053,0.0001,0.0274,0.0001,0.0,0.0001,0.0102,0.0023
krieg,147,0.0,0.0,0.0042,0.0001,0.0,0.0077,0.0,0.0001,0.0001,0.0163
wirkung,146,0.0063,0.0,0.0,0.0001,0.0017,0.0,0.0224,0.0001,0.0125,0.0
ökonomisch,137,0.0063,0.0,0.0,0.0001,0.0,0.0112,0.0,0.0001,0.0001,0.0
akteur,132,0.0073,0.0,0.0,0.0001,0.0,0.0099,0.0,0.0001,0.0001,0.0
prozeß,132,0.0082,0.0,0.0,0.0001,0.0,0.0,0.0169,0.0122,0.0001,0.0
dar,132,0.0014,0.0011,0.0,0.0001,0.0,0.0125,0.0,0.0001,0.0001,0.0017
stellen,131,0.0026,0.0,0.0,0.0001,0.0,0.0097,0.0036,0.0001,0.0066,0.0
beispiel,128,0.0048,0.0015,0.0049,0.0001,0.0105,0.0014,0.0054,0.0011,0.0075,0.0013
möglichkeit,128,0.0016,0.0078,0.0,0.0001,0.0032,0.0096,0.0,0.0001,0.0001,0.0
wirtschaftlich,127,0.0019,0.0,0.0019,0.0001,0.0,0.0101,0.0,0.0001,0.0001,0.005
wandel,121,0.0072,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0222
